tshirt,positive_pant,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9
125252062,114055971,179656136,147964671,157010876,182535250,181049500,182758451,178821804,178403036,110137166
125481119,126952523,191896633,163605444,151870951,52392005,191643838,182624901,177065491,136714376,182331268
125583041,149469760,192748207,98685663,136453791,93223211,183707022,158680835,200075176,183809973,181161377
125583798,144925504,91310045,102835836,194648687,186869459,179878857,184674597,177865881,136152481,195728675
125584010,133212408,118359285,118892405,55819885,123763250,176470153,150414635,183715936,171140136,154725148
125969041,48000027,166777245,126175771,173673812,141691855,178980514,193605503,174446280,139550888,193046421
126335682,181707456,180816340,20800548,196173291,188570389,182260749,184848589,159820619,53499082,172967330
126458647,128175945,186557771,164129269,161108597,175826670,176510006,171523595,184508362,135836783,176976043
126834347,137927628,179507278,193702037,186444444,106282085,188075455,190192894,46929161,151964642,64014517
126896198,171176315,184912899,186557771,200704518,134155491,149223947,185315961,183243928,181818580,178728013
126923658,197954966,146116345,190194364,191649237,198716068,93192186,151436160,127505854,53207825,164935970
126998500,126951648,145597531,122397715,184954945,183445838,93307046,145685666,186705629,193222893,196152474
127518695,48702111,188455485,174583607,170788617,142984671,187855798,20381223,117175328,185315213,2621507
127548159,155408840,169569173,178997315,143141503,155595179,151552083,131080555,183022992,185824502,177918029
128043813,127656785,181017588,192546801,113147048,181593781,201642353,191149966,128372621,187616046,142185217
128106788,194438151,181828028,193160875,192695439,197270404,61063249,192423452,149643670,101313763,195497454
128392525,195005647,177865881,181068310,191695908,172935705,194501002,185548130,169061745,118603876,171249583
128395644,123419460,165547766,193111768,118148232,156452148,161647662,185849634,191314323,190964743,105245072
128478747,142266667,134499029,158029378,112735479,181703981,194101496,198413412,160269589,140964599,144276538
128738602,129439681,158762030,129783809,102275370,183980615,193556624,184067447,172329073,180366264,191048607
128961174,189338797,191773746,191048587,181595945,179082942,170214844,187109868,187583045,81140812,183322334
129526562,185745520,176528359,197235833,153578726,143688620,182454984,194837496,152517177,195215991,197358919
129852641,59768050,156104314,195761006,174754405,189761397,180995691,48679071,188256647,186693539,158230687
129947688,176793302,178355727,71565896,191652598,195558264,201899650,29434795,173664271,163590646,178894090
130411961,103925998,127759504,191479148,182083345,158662686,146159127,158618435,171074796,188089924,162886368
130426222,152516238,193589728,148255757,191572697,185848921,190501811,200329996,187833536,176852161,195298003
131081789,179814541,184915743,184910741,192791137,191568607,68159598,93118067,201125499,179485370,157179181
131281286,130442980,145361634,195538047,13971905,87693360,157204497,113199670,171877615,171249641,188956463
132083828,57269364,196168821,159518515,165947023,120047066,186967451,175538182,182075742,149173000,184510179
132133727,134985353,188285413,187078179,191579851,182314679,179656136,183236184,171334245,105481474,171479545
132521358,195160647,181144879,116871585,183298790,173888489,185946386,136459017,137805023,161307891,173206527
132556401,133720049,184538677,191285199,158020015,164332918,182260680,193951554,139502514,158885073,183224256
133118905,147379343,183407008,188336757,198675065,174619857,148076272,178853156,136799807,145935090,189135487
133340478,105245072,194727402,170208614,15282595,161283766,180568397,145487724,184751167,179514960,160028089
133357740,135865547,170997038,182335861,172701291,127505854,195387197,195451705,173243295,151488614,175827953
134816071,167795246,149930041,196159265,151833640,186873918,173889730,170637534,585643,135889818,127759504
134997958,124601204,129626825,192181809,192390460,183322334,181989101,159649850,188581273,200860968,181539741
135609639,200694922,199471071,146869142,167543947,194844649,184901617,143777220,158702110,187297465,188605834
135895471,165521312,196741277,152134177,181240639,184856139,185685055,147283970,189760835,191701763,186934020
136187666,124651016,194939880,196572664,165897952,133834473,173598128,163807569,86364647,162018646,51893039
136769747,166291099,114455335,180941233,180388830,123604464,176786664,181828028,175770399,193840769,144148176
136807832,175301086,191698139,70406218,187504608,194345734,188185112,174159455,185657752,64896227,192759230
137352764,150352737,182731664,166092774,164936329,585643,174888266,188877568,173211237,147323514,188672879
137389899,179813126,187050959,163327670,147212316,117121795,178474041,196336732,184024113,164794887,132495451
138104032,138251709,163583573,149667295,189225305,177073231,86364647,188647360,160926011,173968684,199893048
138127722,174094694,186650808,133516503,172805213,196453490,200620997,144511510,194968084,191029078,172115308
138577991,128869353,161462076,173126903,184514865,151020127,188824770,181657745,178342970,200440426,138020490
138645086,158921632,124065330,170228209,168826571,195099258,163723211,144557134,192745039,185170529,190535374
138882106,150414635,189254569,171224195,112858500,101438812,177316828,171878859,166883179,186154933,94811047
139049234,59939642,163787033,196338791,191139025,160829392,188371075,175711602,170573124,127694689,189072121
139223042,144475071,138649065,120504960,191128565,194513734,71993501,154647957,198379575,139613268,139078985
139822819,195585469,141135947,190457034,172861085,83737214,190105197,146376882,159278229,165214491,172478236
139945665,172591117,64900003,196382986,193890698,188141013,136596070,197450913,169264198,93244205,179813269
140034463,48678892,200288265,192430537,170714231,171368248,196600168,191550425,197756319,163018149,163550824
140393362,28530479,161306102,195219070,191616491,193963304,161636044,186512657,93657379,186280753,104265065
140820289,154711033,158680835,129843069,189006229,160770663,156353155,190076986,82255359,173595300,166338283
140971938,187972311,156900695,181163722,188885513,174856125,194830290,193743756,145107789,78879882,184221544
140976771,196002184,185243409,188380231,173943277,167737373,194137877,136106034,127379202,197051319,138838985
141255956,154756928,75205604,173857693,179600684,195100942,102203355,148263849,144551798,191677497,151067505
141279880,126951677,197200082,191899202,165051530,186840064,182454984,173082981,111122714,165794062,162009375
141941139,175811638,189394372,178859355,193870118,118704151,201258451,195739076,161844616,193409109,174619994
141954048,139502514,147249690,172019628,140310655,185548130,190918581,187252814,155279173,194989579,156649028
142079956,139923366,191291836,140430675,172023951,155335616,179585446,198715482,160034277,196144565,178383077
142095923,148352229,178929792,184280854,180109515,134982997,181707754,109218057,181771907,183870455,103478933
142246693,139613394,158334206,182768064,180391173,136107461,181905715,189022712,163713081,172750720,89793154
142282763,131637537,182542203,169319787,192405380,142501611,187578578,182620385,147357942,182083345,192399738
142304929,146825638,185548056,166612182,166549248,192883041,189500058,161901454,157703914,116757156,182468484
142423194,152052649,167279579,169055024,127693208,133356003,161257589,127961193,194343193,164586374,197090138
142491205,147993323,172528623,192748266,191794060,186095247,171802827,176834140,77873244,158803030,192675383
142547527,172937791,153620099,181051534,173206527,63311594,170428468,180933890,192793893,148176415,178276889
143112625,136704701,187752465,176998938,125856173,133970694,161616956,201642353,146159127,176115603,190907231
143305836,139078985,161529405,171747340,194098976,172482184,175457287,159226962,175254554,196375740,188824680
143351305,159835442,136596070,178728013,188803082,118030238,159865806,145948611,188941907,195170770,139613278
143416053,146826834,199575659,144814763,188807402,189617095,196600540,176706008,162299232,153402829,194582643
143532076,45926618,185530382,183233303,195894297,191235371,197396859,183595233,180839441,162924025,143057277
143636731,144419945,123763250,196708315,165961800,179532613,195580928,197162698,156752604,109859966,160116496
143701863,121857206,79160085,188374457,161136127,148230997,177898445,173047494,183534414,192909226,151364105
143702895,157417276,187541385,171850507,164932674,195882210,188774207,200036157,180026859,175019999,187006809
144126940,168372734,190195090,154924608,171882049,179897387,64356364,196215879,185297991,15583492,159169146
144214214,178443488,177327463,185548056,165430940,188264583,180236910,188590793,197545873,171993567,184384622
144247798,192905570,156026545,150487698,197626195,181402048,128452245,170615060,189923024,58921804,196951517
144354975,96594859,195395817,175688979,170956728,146874314,190724751,102139031,180096736,197217410,168897326
144423285,143614515,191048607,111850182,184514920,192062056,182297464,162268934,172722508,195502348,150335866
144511489,168442265,191608620,184514865,169076208,194719670,181903095,179704438,147116971,192407277,127694131
144529622,105108929,191530360,154380731,174485296,165214491,191652923,169263600,158205423,162121080,154539078
144591317,172527006,156451389,123005289,164229610,198728721,109859966,189266707,179096908,179925952,195386956
144672636,136474485,68465661,197520600,149667655,190428500,181895806,167242475,182240020,168447166,129783809
144771819,138233553,169055024,150658114,164708085,60041994,154789765,191794217,96594859,140614042,182768064
144816714,156400954,157703914,125988232,57731155,132703033,193742704,173460022,195693636,134499029,125922359
144827596,149677977,148428044,187541385,194837848,189135483,187001515,181571347,179263611,105782956,127869157
144923126,181001486,195882210,168058984,192606942,192500590,194832025,180634026,196087737,172935705,158029378
145161326,177609743,201897680,177011907,195856757,159530997,184609265,152035319,20156706,171477338,161203592
145310492,162513810,198951772,181709508,197603670,166440952,155595179,154982228,192581789,185657752,195699301
145637085,136884220,189006229,169191281,199003347,198622482,183647170,14512474,157711138,149921247,181658785
145688926,162337407,167940831,172527717,161218487,161599568,188155870,183380881,195517432,191677497,159170546
145899415,163584041,21760738,171955545,102185320,184562129,178691045,184609265,194498315,154924608,131910250
146350483,158666462,188843722,196324749,161283766,192393834,178460460,141764838,169985940,163586579,133212408
146474834,198191415,177649151,193563138,163795118,197928454,177806561,103400085,172606142,201220654,100938143
146507702,189066349,161594167,162041630,173391169,151436160,120438675,191562244,185161557,142436075,167325098
146623011,196850023,196089667,167519470,179875610,184708566,171397204,139613222,172937645,197603446,164942974
146623045,115554169,123748768,195039606,147376124,197349738,200663198,185687648,44008297,192430495,193089045
147047606,42768636,160051071,113937082,194557612,193804454,186738663,165612274,128948985,153375535,51796632
147256907,191534173,182680708,181244992,189587841,196347314,158921757,160094814,178929792,182453234,164913703
147300271,181017588,181720057,181822613,183021864,191320385,159796473,195661942,169810419,196347314,63446254
147320594,161881384,166120946,75711574,165600753,188326140,149179866,103742101,163054744,194943623,105306536
147355474,144134617,191518506,198883638,182460176,193917613,197462101,177433487,99527158,180897101,177075422
147414904,114124212,194599145,174929914,169985940,182855170,189012043,177071305,168080253,148364286,125679391
147651619,153481061,147831981,183383194,169265738,42357145,199003797,167995238,123071026,191369060,186148660
147659845,179344025,76395493,198055660,148931084,148483142,197139682,181672631,130067646,172608218,193864695
147705069,170461848,150730140,186586989,194621743,148816601,201899650,196338791,139875943,185275943,163320078
147705132,183601391,185415060,189132418,184403852,99958482,183274775,138838985,173791143,175457287,166092774
147737926,185116429,165269074,109264339,199527716,180382872,188842394,140034314,190277794,182043340,161958084
147751464,176705997,105187286,196044773,153211578,197292868,195644924,191939720,175214353,130302394,84264737
147913687,170284126,186335312,170464611,178443488,124190275,189793538,181153436,198518562,176511258,138118383
148028692,63311594,140911386,182440817,156320556,177754408,154521820,178173616,153639824,163639695,181569039
148110753,126060249,187728394,145030626,188029621,188039192,179883027,138626232,189078941,141230144,162051558
148352101,156018005,187026420,170606087,175214353,157204129,174255482,190907231,191192091,120569725,136870346
148374212,135191801,195828027,198143508,196727106,127588265,191772351,190540705,103540928,191912551,191308693
148428061,160021260,179679207,162606008,149643670,199966958,191850385,138881753,186596168,187715347,165227112
148428496,132903238,176470334,88442158,154937089,191885488,184394443,144511510,185286503,180063242,172915735
148589521,28867334,195828027,585643,137927628,145611607,190779153,163500718,188152863,185315025,147107227
149012805,141830293,179658138,200382231,162828887,191616491,203269897,111871352,8567146,171175535,195475647
149032815,155627407,188754754,187444647,172941122,190913403,158839763,184102487,182085715,191643361,88292238
149090290,149090180,194791920,185296420,197895466,196675356,173134114,153243406,193049424,192745039,157211511
149092103,143062985,154955343,160614221,193557698,138299107,193229681,192158288,181658274,201434023,147341849
149613957,197738898,181987275,157150761,147464177,196336732,199813756,135895436,147920720,195966031,165897952
149791287,149930708,113217611,140070549,169017180,200385187,195660224,198120973,134537304,174195008,198316369
149857216,196540211,191530372,192428935,170229005,146825638,141764838,192502290,185937661,97344258,118339746
149935495,154725134,191322819,113217611,193551828,129871530,200198667,186756066,173129749,200948761,149633086
150242036,14174397,184085555,161742394,193058240,148202710,160812663,197199095,162051024,188839192,151469707
150251407,148135739,182168329,188758823,178376658,187634936,171877615,191009836,182105296,179033171,139857665
150255891,154420838,187501625,185547941,152115681,193561950,185685426,169155150,167281387,184439727,193112742
150264687,151516813,163687630,154808248,196974937,184831297,164444641,194398448,196371334,174853251,180026859
150392131,129865157,184901143,192143856,164308540,197494259,202222755,187583001,163586579,184056248,196681667
15046812,175754444,166120946,182451297,156467819,129880505,182442474,193493865,160116105,173616202,127371601
150675201,150937245,169886336,146586907,188198671,167015206,171520744,161667253,192586709,179914954,69550205
150965819,178202052,148993966,194810005,102968622,190074390,201906265,171249583,151202276,201306514,186095100
151404421,170213619,123916059,194649213,139409413,187339201,181751693,126052352,197838802,176793302,191222476
151504014,155994357,191579851,184856139,197587161,164186018,114892289,176864259,161516875,162041630,138898328
151560328,181353994,155628083,197843437,180538677,126444771,187333819,195055651,173702879,172913403,180637460
151579510,24355582,187076475,176944489,165893589,192982841,183389071,182765995,193334618,181208012,94891720
151648184,154397902,148601707,188317816,142875711,120655792,152198235,168979227,145508291,153463110,199700491
151861385,114887224,168059687,198951772,194297053,174895749,193007893,173381727,183445838,186506828,191527399
152017276,196168821,199780246,150239696,103080672,193523791,171621432,168589364,92069100,198622482,176993998
152022035,190241311,195270865,169969447,167071185,165430940,188613904,134901603,127379514,188399883,139078985
152180202,88966224,184669742,169707515,161041466,196288549,194297053,174187608,144194185,110955551,161285026
152298871,164426702,149667963,47773325,201914928,197704889,178997315,140159576,188602299,183404284,143356026
152402128,152134177,92820737,153037727,158666462,154539078,200484928,172528503,144495206,142577571,182004113
152650896,29231103,182588707,120005983,145404106,200796700,135765000,175896700,126390601,186706259,190169793
152789080,169810419,119508332,1741225,198728721,192675383,176820568,181332766,186706259,129932796,148687731
152814147,158453023,171162191,197934121,142117032,193732887,176669167,188740309,135824155,161308514,172775603
152933753,160231463,188811712,188804972,166184798,180175796,144925504,172300790,110852556,174790767,172435264
153384426,164678768,147430472,198066223,200481766,189217457,193976827,196562906,122687494,120005983,181539741
153427403,153804042,186647051,200394030,130442597,185538976,195151558,103170907,189757913,157118904,171747340
153456338,149930708,161018664,191017985,191592910,164333459,170102412,194272539,179530281,198271706,183951413
153472994,161136348,136855075,171081505,156345634,187068083,170743576,109516296,189716398,133356003,187208406
153654632,165686782,198073433,193724108,198266376,189069569,163586579,158480181,199204311,172019664,154937089
153677233,157207894,187709363,195678296,189269838,180568397,193818318,174494652,201893248,179875610,143716759
154109207,140034314,194989579,161599568,140911816,170072312,161081665,179009896,171166483,184516820,191793761
154121281,64500608,194272539,191589153,179299513,180169241,166901580,171367616,151487775,195588333,195353860
154222022,120655792,167685916,144723525,195101174,191241618,196472053,140160515,159544286,184629535,49598286
154365434,155965550,181166025,172912012,133403005,147151251,49264588,184210056,194649238,186148339,188795188
154651474,185191558,196727106,197493965,189903033,129806682,139340293,130097385,199037425,181029923,122115541
154685088,200354203,166591566,61489706,187527946,131628702,184994826,157703867,201469264,194669203,184838521
154910635,172419939,188970687,112069781,144156556,131472487,192570625,129439681,161136206,182850203,189131356
155274453,145065235,585643,179821440,124605419,22306078,183511159,170074137,169016260,180312546,66927009
155351057,178370514,182825815,63311594,183870132,193027307,150805704,189718791,139111670,117691263,172030747
155607816,195153823,194793414,133308713,153687307,187136636,88292238,93244205,167112539,128222986,100858971
155608569,185181562,143211428,181762920,177317233,131189942,194872033,154960331,146239282,177896547,125583419
155686918,148326476,190611572,185160287,135628910,199482134,149472518,179734974,184955567,173097875,151473661
155700037,184401692,138017461,167079482,191322819,192407277,181670708,162014915,127293748,193229681,156345634
155705580,138174465,163539850,174457973,87576949,185063901,138460787,181987275,92462773,178538387,187523780
155719143,197316863,174245788,173918482,180172785,199037425,173158627,164444641,165586069,196949660,173627551
156024320,201896378,193928183,195568491,189638448,191056758,105245072,149680523,189590074,199933435,198029174
156212998,147457591,92444931,175368837,196452206,85042421,197325303,197607449,113459726,119878887,186148660
156250071,156523927,196850382,172638321,162256774,189455606,184508362,177107744,37713081,28553368,182141830
156270960,170224844,184587834,153619879,158689712,193000391,173617963,189415025,189860351,187921388,123748768
156379371,148217595,183969168,39468537,185341507,196777432,182766015,166967858,164153738,194591946,181831809
156384865,195793257,188279224,148772573,178367650,182683022,180634026,199748923,196017448,198224639,184660542
156436986,156129883,187505584,160036054,165039218,175867917,193675806,159273168,201830610,183586980,174183392
156466126,112025192,68128199,189401835,183026069,173703491,93192186,189350114,197791085,18564342,194186246
156469638,176998830,135791520,173788933,178859810,173356978,102234445,177732488,174219577,160604976,179026596
156525714,176050256,174489494,157960029,151389197,194297053,186732525,160162608,184502269,191321794,192542106
156537432,177193043,191319555,173409141,171882347,192153491,133783920,196688392,168996578,155860250,182674477
156552187,157204129,108654087,190965319,75205577,189072121,174612849,143882871,190689668,109074290,180714419
156617530,81691070,190457034,156294636,153590385,182440491,175770384,175570422,191595035,163998671,190455520
156784226,143593978,186174428,201031829,171225124,180068009,192364880,194710548,180288859,178312207,137167068
156940783,189718010,159449189,185053713,153640034,200198667,171479545,196008741,188075455,159096149,201289036
157003705,168164359,173243295,190868929,175923244,187493127,170645757,179100894,138018061,173294268,99540703
157003807,171491988,197292868,189653143,128175945,183620614,1458872,166777245,185538976,141528805,159151769
157051657,155862639,185302946,138808446,165117704,138726961,189881852,197830536,161136042,191570520,159130634
157175850,192719708,161323862,185810336,195429329,171922964,193875671,171289034,173404046,40918813,182937139
157263608,133914936,192752039,198616424,182263629,64431368,188041180,182169145,49598286,188436968,145685666
157432230,157431945,176764457,131082449,182083706,154908928,178519924,184995337,153859838,166507678,174451466
157540801,144326269,183649201,193777926,164678398,159201254,177417391,178202052,194158430,171479545,189750573
157544544,88214988,162234177,177191374,194089277,174029409,188051502,25483986,196505616,80633884,176742651
157555738,154709183,100871165,149223947,164935970,201893857,83458142,181078371,195892140,197290959,163605444
157621764,169040773,125152263,179499852,164332918,180063242,130536138,178706054,149265139,169188335,143821567
157646441,184502269,159169146,129974759,151089595,48679071,169875558,187954554,201069581,182680708,201779865
157699149,175667146,158996893,157073308,151157737,195057771,193668023,185444617,187980654,153750355,160836764
157716700,188075455,147096823,165280010,172946075,183123863,149257173,139006297,189055041,166460249,165115378
157727054,174141513,180567795,174062023,188450282,133326160,170552164,173216772,141480213,176079731,124935520
157829688,110318191,65174833,177280529,156936167,192002146,200052594,195299266,189455592,102835836,123524655
157909998,176468144,184684897,176334578,131522777,201450332,172522873,173345446,184995337,143323197,158316441
158056770,73816256,191222850,170346827,196556131,130868703,191301115,188781185,181140596,159354471,81262717
158097327,158242611,180613342,173158700,189401835,145226677,196727106,113459726,169245622,119380232,200675816
158101658,162169969,184384460,159125944,190394366,177988637,171826699,85815831,119679249,147406658,176769156
158122837,158334068,131299708,157081106,151668984,171510515,181678726,158118186,183318867,53465045,120781790
158158834,175023048,183318867,170134284,189893783,103499482,181173114,182547846,162150541,64729546,154469787
158171925,141829917,110169860,178355727,162263939,105923809,179469306,191189666,197603522,165282523,138832380
158248853,158898837,161436405,191766115,155791416,189055041,157081106,157803825,172944653,165962285,196865644
158317642,142214150,191568607,198326113,128709208,194094243,191898805,181871768,201906426,191198122,192748266
158382415,149721577,173158700,153211578,184516572,170428468,173888489,90531381,160770663,178141183,142895888
158506317,176725485,177355915,114458069,180383120,193124361,163338722,151937864,186204725,177724582,138000089
158647625,163639695,193777926,179901888,164086830,187946233,191626639,177122562,172914076,154631675,190663131
158785819,162193010,196569117,201342634,186162775,149265139,191106465,145508291,172843467,44008297,160011303
158807210,160035498,188238453,171620608,175490271,134701904,183735192,118126065,152529539,183696060,191896596
159201859,161136849,192584241,194925067,197595064,176786664,191128565,199966747,161318884,168113511,171850507
159348885,173097875,172527717,195502348,191898499,180933890,145948674,176960359,187398281,166612182,186597627
159455823,108636001,186873918,173945838,189793538,194483199,190044050,192497635,128103089,158118186,198492218
159544532,168510370,173627551,136106034,146470327,124967790,165862632,159125944,136401994,193059941,182349701
159660703,150239696,185059413,186204725,196534986,188084396,172530045,163786363,199331132,50482081,190080040
159831735,154981855,194423919,182194286,123343194,83737214,165521312,199023178,168540790,135669832,192524032
159873083,202382575,78570719,176576530,186500243,197894667,194508042,194621940,191635499,97451290,146808640
159931646,177610483,192204070,189193604,183534414,161189426,188148535,174489494,132518631,167449058,122098210
160012196,145022452,162832168,191199691,193230102,195420192,181554760,127379514,196177202,160034277,174113945
160070860,179485370,176713978,49633277,201189049,183840110,159578722,142794176,176845108,182532387,174189340
160075861,148934133,184684897,188982653,134985353,189904539,161618738,190411958,195728675,139395418,191199691
160101388,183197636,189043517,183153720,201317534,195475647,184964914,87576949,140974809,120847184,138009779
160115839,143777560,191974414,173613762,199203852,180221213,177571096,145718477,75620588,130516347,187520751
160214330,105528159,130029216,172482015,191698051,177507635,193007222,139955541,194441288,119396007,200371715
160381749,164708085,136281333,192342584,160187718,171381062,145677519,183865088,123856292,171026026,185158848
160393808,73674553,162812581,120289552,171464085,173813588,191344771,115841227,175946289,194541634,192389107
160406055,189455890,166504774,174344209,172502585,175754444,195387738,145738108,184514865,174098513,170300267
160455294,129932796,163605444,170216231,188237190,76369029,184770161,88048060,165224285,196660175,158871704
160598911,181164776,154719064,178824714,189910776,99095123,186533191,195944785,188181115,163583853,180232426
160669822,158140203,168969014,195245535,130097385,196730935,119554305,195621107,174692205,195309313,177355923
160711155,44210007,184324840,185088959,188031320,135856442,191318958,150114257,191505126,167297685,146161313
161105906,158476155,144242781,193749286,200172595,164936329,165268706,200068722,181989101,144320794,90200913
161136582,194647224,125788066,197097036,194862906,177633691,188581273,138287296,195069131,141254880,195486073
161217219,160842152,91705217,183742071,195544967,133869636,174918734,134499029,194234823,165558838,195013956
161317005,151488614,184726301,164683144,176357892,195544985,63043333,178763112,168933142,189415025,166777245
161362783,149521746,184261330,181153436,170346827,155639682,191135974,191291252,183578649,167837095,192719708
161380101,162812581,158767665,160468509,103431956,190105197,176759790,167301475,195055651,189564748,200265685
161891293,161245125,167261262,171520674,160051353,192942401,147409003,75235951,191769260,186873881,129378899
161953654,142865809,188450282,196017448,134485974,189217457,162010877,139955541,198176399,180289196,186260123
162165400,197213056,198808561,193588693,165949803,191017985,181212069,181799986,191230885,194628122,183153720
162248854,166917341,161127103,145959595,148982426,170883190,159052074,144816858,171026026,172912610,131063060
162263660,190079054,195492391,182451297,191595035,173084309,97337383,176999251,177592104,90404210,185077745
162384238,125157918,132504133,200388879,184422495,184871935,184516572,165221082,140034314,185754822,184117851
162676528,192337538,171566724,178543419,126175771,78879882,199769821,190678913,159273168,179801585,195122977
162729297,168113511,190195753,12396381,183486662,185456890,181164776,188847520,105853365,177402088,170229472
162795507,130106933,186647051,193468241,95409378,196597860,142393858,172943291,189455592,194394755,195387722
162817156,170606279,172521305,170226199,174619857,132731529,155043724,195066145,180454146,135143132,2621507
162872873,169600867,190315127,131637537,187673188,190975414,178301567,119833452,150304829,163736813,177170591
163046223,161349525,164888265,191222988,191376423,170560509,162417977,156853153,191622841,16667704,136130831
163062466,158664179,169827024,178583979,174995976,195684635,101879877,162232376,196422284,161136042,148875587
163250013,160116105,186749443,200172812,37272741,195729093,181748181,197520600,164592988,171826699,134368017
163293049,160444321,193203066,180268406,178324174,168897326,179891445,183696060,86353827,201220654,171726048
163407770,161844021,184018330,190789337,39896430,176290787,153811892,161323862,161144787,161462076,181898393
163516176,180556187,195250131,170212145,171978757,193917613,195593354,190662419,191794217,111481995,189918745
163689997,186669415,105459290,177070783,183578649,120781790,187378724,196487486,187330027,167261262,188682976
163795127,172331246,57049017,174533137,192848719,161820797,189576014,193947776,184390153,152970771,158506108
163962435,191190915,163529278,192108708,186147087,165737133,181703172,179262186,134537304,193551828,162040459
164203292,169516171,195793153,191526431,196777318,191238965,120655922,160024669,153597318,173028764,171322859
164229555,174458797,166978397,188611382,177465836,195819043,179055551,196681667,195066124,191143231,194707313
164272413,27314910,193325255,188328718,187136636,165949863,156943696,200959173,195401851,157103655,157204163
164292910,161659848,198174448,115474068,174612840,191652923,164008162,165780519,185766949,188027518,168410526
164307634,181595945,191677560,159801735,193987517,180637616,190462107,96594859,192405380,106688268,195499208
