tshirt,positive_pant,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9
150239407,154469787,162606544,199664201,168870271,157703914,75973390,192850351,173171143,103080672,145065235
150240743,151722587,192695439,137328477,178929792,184964914,173036487,188785814,144257794,173210477,177509839
150264021,143344142,176777773,195298003,175608170,76776893,194096897,147331696,147279057,107906186,180885415
150381735,63311611,138626244,185951715,174333641,140250804,187715347,195424018,186774387,171317363,195385701
150870098,110322556,155172953,131358480,184210056,169033629,198298940,172482053,169024039,195387738,131001404
150883655,187518062,113264808,192497635,195924838,183678872,193027307,176742651,163437918,182575686,178830000
150999906,152126288,142327189,193509468,191319589,174814099,186042535,175353652,153770876,178912980,157088164
151061133,124601204,118847097,177430836,201079492,140438847,191536485,179724553,78838676,185770728,167871723
151072486,142506151,106673858,195900764,193066303,179210394,182486450,183380881,111528123,191013904,166967858
151460702,109344972,161849213,156781670,185314980,187464707,166774879,88966224,177602604,200703737,154725134
151957242,184556381,200509216,170573124,186858662,186533211,177563512,192889868,160449937,32338795,178578832
152069819,149472518,171249641,175017593,183707012,194662935,162989644,109264339,170994036,192423773,185318708
152073779,182468484,173719439,176828371,179667977,161602421,72781782,187040400,177649151,171168103,176469239
152121903,150724883,177134368,188957522,196572664,183893256,190827862,196063769,190063603,156591842,171480370
152179966,86364647,158662686,178453794,92873457,94053972,164679282,178719216,191314381,195066145,179209463
152291431,147860457,2621507,190611572,191849989,143083852,174342565,194882910,149185351,191404370,185416672
152379601,182454984,197918696,160986190,133309606,111589956,170996962,190809648,193092733,197162698,138251709
152379755,152379545,150969745,180659109,152835018,193211357,196092758,97603709,60292175,195080649,71930023
152926555,154940272,193561950,181915970,195595601,171188770,176986342,196452024,180839441,195684635,195424103
152937439,184261330,132612332,125583419,194924699,143777220,127699337,120608074,194735779,192451835,171702110
153475760,154839357,57731155,194962614,158499183,197292868,188123591,177361499,165889323,179283701,195141009
153505720,151263056,193988021,187321245,170458522,151582517,2670691,148660140,131127677,175184360,197473858
153685265,146875071,156467819,195540397,185007003,201335893,150730140,186871276,182740325,178639372,129617830
153861347,151169355,188647606,133268745,193928183,162150541,173070324,99965006,159578722,170437935,189165180
154021011,185994904,194592022,136196250,192394339,68128199,183754206,157204129,42358390,185120758,136106034
154308990,50007187,196985944,49536524,184985962,189576014,192337538,191621645,195449819,162267771,151496072
154725142,154725134,174484228,190469911,193591681,166565238,191548653,164283448,200450722,142495146,185841164
154898602,187858898,161866073,121767934,178578625,147297239,186450593,171026026,114895700,129761348,60424047
156051789,141224249,192997667,138054789,138460807,182862910,181799615,89081074,158358925,106831334,170901973
156261577,179813269,148527120,197201665,159472899,196114452,175926992,130097385,146470327,194791935,188633665
156323636,177865881,198696042,182260749,188544906,141924556,177223199,176094722,194878884,156325876,190992735
156688761,177588926,153770876,136838585,182726323,193891535,187652557,121415062,147535338,161862389,131657024
156911274,152895828,191292231,199268798,52013980,183742071,177321497,183939548,201896378,190689313,149136509
156925974,142266667,201125817,137773081,192748266,149856502,134703985,131189850,160952123,181706047,174962147
156932847,152126288,161323862,174796959,193222893,183612200,157113099,185278134,198271706,192394339,188853792
156933721,191371350,155860250,183153395,174754405,171619347,195068338,184280854,149090228,198285987,175277910
156951736,160537344,190015296,167589272,193543332,189660508,197090138,148082801,197685925,183310804,183340699
157443889,158476159,194689928,190030204,188626942,170992596,198719467,178479039,91545142,91034510,193529710
157628970,163559284,120852670,163833207,193564737,190455520,185046400,170214844,137997774,154924608,194093714
157701816,159855650,160952123,86156042,143057277,132246199,42874105,72008228,195891118,159471990,181212069
157909999,173439148,191482449,180879521,195238525,121857206,151876708,161136090,167242323,173399716,199325674
158269365,186512657,197163796,104265065,116156700,186439857,109573047,195771291,187716984,188774207,188341333
158642028,165672180,195942519,174187014,181799615,181338396,168870271,173719439,94805593,182460176,191536623
158683658,175423172,180260429,193117346,120910573,200441609,191894863,188283414,111499199,114055971,142860102
158690538,189847285,193896329,177591375,81197337,160011142,192276375,157269406,164523134,163021682,171289034
158691155,163787819,186025611,194592022,192415036,178131852,151591751,117955537,173788525,100858971,195882210
158794873,110169860,191546917,183809487,191338253,197114367,185925042,176333372,191319589,188042869,176467609
159179911,144231715,199471071,145598390,172591112,140706426,188084396,138023195,195746337,178475928,135561242
159361211,173501239,196106131,140799487,198109739,159240597,20573645,186014850,184063326,195486772,191222476
159853223,164523332,149793670,162513810,120047066,165128318,163622460,52465432,166181817,188885513,191896412
160080212,187940792,195510162,194234823,195575821,190859512,166112413,145187512,166497107,135865547,192823572
160129137,109141104,167887920,182075047,195135774,160815383,190779153,191087866,169024039,164741251,201729387
161150977,157616693,185181184,192970041,178898080,170560509,101313763,189893783,195507696,186256011,137032394
161216274,161218071,156608832,180648258,104663318,177327463,171952936,199909550,155340366,141474849,164952003
161316427,148823416,156713519,25156197,91676141,181674712,193812506,189826821,157610088,149549584,161755260
161324338,154528335,193987517,101468121,185760005,48427504,104703732,151163331,138000032,183052865,194793632
161504483,166622660,194618087,74173296,194592022,170213195,197595875,103251272,197108955,146479867,163336860
161891269,175061898,188089382,148610385,164661495,160526158,158009575,192949611,202382575,200440426,184384622
162195107,187363395,188985986,179660653,193875565,186591177,150658114,127379149,132260215,170470664,125584266
162453541,165327764,190030204,173134114,183257237,184352490,161951779,119268034,168786176,166504774,177134368
162653076,167458538,183939548,120504960,119854670,186930096,161730812,196681667,94053972,162766548,186871276
162817907,173026795,165581754,195385701,179793548,184583042,172328279,168095048,152620723,186845042,201020326
163137989,165798311,201368344,185423904,173097820,190693317,186171658,195827872,195936544,59939642,175964329
163639685,178313841,182083345,162762742,162606909,185240524,189638619,179552477,177141764,191359972,176888663
163648546,163584429,136107461,185979817,162417977,196883918,183224819,31508767,182141404,111783415,102844994
164777139,171142714,183033522,168170905,149536474,189905339,153804021,108277339,193561046,200431255,82230019
164831059,145181634,188761193,188341308,140546668,165280010,194379716,152199812,93410621,164542233,148373478
164904349,163445867,146551783,190128538,170213619,146255738,194837848,187772357,178583997,185734305,187505584
165010182,174993578,161138359,184996984,194367464,180241003,167166470,79124884,195266256,183034199,5004594
165227582,163021682,183935563,188568826,146470327,79758639,175061898,157043747,161328238,177317233,195138352
165333755,203260029,185134101,118892405,185199785,195818270,64201476,191186808,58371838,97337383,181765151
165521060,159216863,192324874,137417009,143574671,189886732,184352490,173097820,166325437,145065235,161730812
165617666,181818139,178460824,199745373,183999693,195484957,188782350,186632539,169243252,197109183,183404284
165650826,137997774,162311079,130377971,136805906,141353737,198715482,193558953,185004474,153141704,171140136
165756392,130536138,43331220,184384622,49598286,183656422,193631145,173616202,192391764,175464397,189455890
165987051,165703938,191656928,173743464,186162775,185760005,171575607,165214491,190349193,160748853,196919830
166055417,163172990,192113137,201737185,191573368,164932674,67930698,146659703,123890142,157761719,176769156
166294899,166576588,181632979,194089854,167242424,121097831,182141404,116347563,163621510,173381727,91310045
166847340,180288859,195575825,77281463,167995238,158666462,183609192,191014702,161519632,189732504,142992919
167301409,167285395,173036487,129783809,179104989,145733720,184025280,200359037,188426553,163947553,183003446
167330176,173407276,133130054,184505771,181590928,156107177,189639764,181690041,101303851,190469339,188533003
167721192,180979859,147122101,189904539,140153585,191319555,138128316,154004329,193194705,189781364,188151310
167726289,167729456,97633507,154719064,172477561,186578022,126781137,175254554,175759257,136518282,178813949
168448504,160208275,154631675,135022921,151132747,169061745,178803772,154982228,190242288,153105852,140310655
168717418,163529823,194643493,116612726,175635797,173798613,201642353,190035025,114124212,181710188,190204018
168915659,164678398,195664725,203260029,185361453,201517873,193066303,169886336,477141,195502032,176511258
169169389,176469239,161488896,176470334,167945540,159518515,63446254,194361882,189263679,164304723,141700910
169169971,165673284,195531990,160499261,151837158,136726436,138011272,172513775,168978743,165674895,178342970
169267896,173703091,182362708,189782075,168618507,186701958,180807073,184901628,154621415,154960485,167673148
169351124,153558750,173111909,148200242,161866073,172512866,158505784,188754754,163828110,122673705,113217611
169604407,26232059,169263600,141475097,99589405,194823169,197821905,168890698,154442167,161081665,136111992
170145044,183921494,179291613,181895806,80526594,180845213,189379643,183999693,159530942,138009779,177422874
170741046,120960130,183726281,12669699,173790341,192405348,191794217,159096153,181340092,88354939,195931233
171096034,184751167,176824771,186355332,183818914,157431945,192476086,195283342,196224061,172478723,161098421
171289109,185144838,174546042,199909550,115554169,194754651,168095048,127253990,146637001,151393541,184144871
17135308,83319260,183022992,163974344,181615904,197821905,198029174,194302044,176029255,190428500,182618704
172266855,171726048,196344738,189769881,193683028,138610347,129568613,197204913,191491331,171532970,169065934
172330092,184778089,150738540,182532875,79634241,183153720,191479234,147836427,184874827,197768267,158334068
172480330,172481092,116733102,18976561,172528424,184077654,195966031,178357872,184384622,175145223,143404214
172482499,169600601,164592988,167589272,169351919,190554262,190349197,195502481,124311321,154036799,97264742
172517651,176569257,188269930,195218867,188084396,136799807,144235106,187066715,96594859,193102247,170714231
172539981,161951779,174638721,156933422,187379180,170208614,175837880,149472518,78838676,145311905,185724287
172792801,88354939,125679391,139628511,172117753,33680928,199325674,116973476,179664465,138808446,195004421
172914209,171637697,50636745,198326113,179999441,188139002,154433693,118049130,174238894,197103406,179904105
172940073,197166685,179663606,191699209,169314830,154563673,154756928,192454044,57731155,143267729,154017518
173431050,174895749,159736512,140516750,168680583,183018658,147468232,177621514,146479867,189156344,159754996
173530292,184516745,176569216,181001486,74709134,156932316,145313881,191578637,162821044,182576247,188824724
173598397,87337582,174895749,103363196,156841305,181738641,136518282,184629501,183425980,198034192,166739066
173633564,172708154,152198235,24355582,124605419,134296824,195412456,192698284,179299513,163067375,195144217
173638222,191280304,183620614,178728013,81413371,199769821,183696060,157516112,169249898,183999693,192181809
173640717,190128538,195407743,148687731,48679071,187177694,145759886,170213619,180269057,196347314,182467422
173704741,179262186,161958084,160770230,175254554,192401369,186532523,180595815,118131815,161245125,188260494
173723766,134763300,190400888,195498056,147518164,164324690,191993101,153620099,184119569,173036487,196931190
173764188,173764309,139852874,168095048,182657838,189525111,191554072,197829317,173164382,178226662,154380731
174013594,130076283,193644747,153770786,190833286,175353652,146777917,163341216,192113137,190025137,113379558
174048777,180980145,190779153,200162697,172435264,147836427,176719134,151473661,145508069,158921465,139945306
174120577,161602421,197590256,188436968,165697927,193976827,196600071,146777917,139823681,115841227,185082092
174218865,169064602,165844449,201357819,173002104,199797092,96086948,174172447,188211318,199596946,173813588
174368351,197479611,198616538,149636852,196883918,132567381,198621559,196473165,188051502,172412023,195424018
174479285,169225763,86385560,187333819,171926123,182440491,189291960,181115188,127379116,147406976,194595906
174528891,1741225,193977681,190212971,188041180,191606348,190490186,174639052,134858641,201115543,191017985
174680744,170882885,193861133,148340307,139292445,177321121,173624781,157766431,182083706,193649981,192766945
175183217,186591533,194822330,189774513,158252466,190229711,191006530,134910894,183792473,182687758,196326195
175714263,75205604,157910069,184751167,189394355,195069458,188194551,187949728,172530045,197295479,106664407
175726744,183393998,189078941,143550669,165226519,189289287,186053857,196007836,163080588,144423832,166120946
175896073,169720696,184279407,168121128,105161126,175728920,169963330,188760878,141224249,196685667,184853536
175930342,105607585,176467609,188795188,172627827,173460109,176793302,49264588,187727749,148376217,77841941
176709055,178601643,179704196,171955545,145034120,179874302,172638321,193654461,175015155,188194665,184014750
176731211,179795827,184253612,181703137,159169146,184439727,196315395,129617828,182905675,190236512,175440111
176894219,177059301,172220258,192326144,191643289,177724582,192970030,196431897,178233450,177865881,156087630
176941198,185235301,159267861,193650545,172557661,193092733,163099618,148335585,188897616,178551475,171554340
176960999,178862617,197603670,194989579,161815128,152862745,82255359,195748529,184994826,185151351,173139176
177035535,101304188,130004175,192423452,171652912,188371075,193594393,186039392,178367650,134599721,196487907
177189329,193546918,195574471,178597480,160930346,169990755,177588926,195293406,145226677,156450769,173861001
177862283,154967868,188141013,160099224,190546751,192970030,169390450,199891203,188655573,189960254,109516296
178129337,145055992,195678938,179779353,181762920,192403055,104516750,65354882,174044706,140954449,164186018
178281871,171637385,191695908,158575212,176847060,116864465,193891535,172944653,112629266,195387722,151877918
178369855,178325328,156577103,180061020,151293401,185652326,49168523,200541591,198499756,182617051,163751437
178457779,193987945,181737285,74709134,129799314,146623123,188373795,171322859,157688080,157081106,180650819
178717260,129459671,191537937,197545873,171908002,191280775,191578637,140069960,152227695,184225938,132495451
178982792,176343026,163621510,170743576,148120568,143242650,59470112,171251685,182042399,134938082,195160647
179069418,173711199,191134606,198728721,159911541,83786366,187082951,164450454,187941101,131082845,182299115
179108231,178899571,184381496,187212738,137677357,147493906,192037519,165069156,174119877,173677969,177045656
179200902,183391012,38002791,157348773,139865923,191486686,193940722,173943277,180897101,150726069,174094924
179252591,154679418,199268798,192998165,192398038,191032919,161618738,147564281,115268617,200359037,118353532
179485655,177184787,171381062,160036054,111128890,186533211,160593527,195013833,197859675,187980366,198073433
179791132,167848318,197052187,182314679,184154812,192734959,126444771,174638822,74173296,162606544,92922132
179819512,184516582,185375146,192276138,178139392,192962364,142269507,170228209,198953382,165459034,148303388
179846483,147012317,200651217,200948761,181054554,121528279,130342533,197129130,190304151,165224285,194368489
179874702,189148609,177073231,175314558,193270970,193987516,123169563,167674995,194610067,197799616,180781386
180018122,183626147,188479850,77601459,170987568,136479739,149123921,173606633,121856672,191647021,185357844
180075042,189463580,185134193,51285135,102337343,201729387,158797791,145800831,173211237,191643865,184511935
180164296,177967156,197190526,166403968,165780519,161420017,180172785,193041188,73286700,191644210,185842930
180261071,190675263,165998820,79531092,200330582,199596946,195394650,184541685,196113290,171523735,190340453
180277853,182362708,173012557,180068055,185107305,195678938,180555934,140092344,132246199,21322256,165422242
180388139,154960485,163249099,165245512,188957522,196599808,193334618,68128199,181254295,201786584,196094958
180420184,177509839,182418281,167756346,171186576,193150909,134921599,186872249,186986936,187962077,188677486
180421885,183283550,105306536,128445947,169951475,164196024,166054365,177966920,194053158,113289600,161650671
180446561,162392777,135824155,178769512,196347314,168177770,131572358,160395784,172627827,191319720,156264057
180446888,160099224,145509524,170901415,174042918,179319329,144210242,185742022,175023633,170043032,133720049
180640880,172944653,188824725,188531542,59768050,173734945,189046573,187136636,8567146,153359029,156303794
180748304,161581922,193591681,171348943,159096094,185862927,15720766,16673848,166334342,149576405,118618061
181079233,176675121,132731529,195147768,200052594,195160891,200781998,156768765,179820764,191607636,179318365
181244061,192960228,143502688,198932978,186596168,357896,186326348,187716984,184835831,176740295,171850507
181292305,198326113,115327142,124967796,151020127,197306482,200860968,167314932,171882049,200382231,122754156
181318668,179525824,155984621,174763370,187980360,193631145,60399018,193800902,198029174,161403995,191614314
181357921,195100942,178997315,190278817,201299603,187523780,175896700,121693370,158617664,194837848,191121443
181709701,184088588,178810032,184564925,166807031,125106739,192502290,181653312,176335838,176960763,196883918
181714824,162798632,196017448,192688341,180518546,156535070,172516330,6344059,196290178,161420017,153451094
181725736,180739384,197824749,187921040,195729093,195424027,186327106,141254880,184338077,140236069,139431275
18173968,137569492,122687494,200075176,185753708,195667073,196017448,127379154,193588693,193159032,134863754
181907469,22790486,157014064,196573465,181083165,125583824,133118345,148527120,150412781,182618704,160162608
182225756,157519336,180379906,180538677,158093120,175946121,173637538,200172595,190313789,146969357,192413906
182373155,140911816,168538610,169828096,167702056,125601803,196104875,177966920,170346827,145164426,180005065
182433035,141135947,184516572,176786664,195486073,193173479,152450146,143898430,175348138,183760642,176575831
182435949,174133240,18118577,192310837,157449228,165047543,187796714,178885446,61063443,152596324,171926123
182474976,172017618,181161377,171575607,188185112,174822615,102213150,193804610,178142090,159261891,181611281
182778135,58212898,195700695,188714604,158173680,182542203,178898080,195216014,196732419,172591117,199037425
182829560,151807552,164278306,182928691,197349486,172166607,194646846,158689712,180379906,22873525,148305793
182978458,169569508,122940853,192997609,191029078,190164492,189753332,194791935,145088583,166440952,152974068
183050682,100263578,169720157,189595260,199700491,154839357,200959173,62181142,191538695,193644747,179106001
183227137,182460176,182658911,195314558,148697419,191121443,189455606,57049017,188408635,171744364,152455939
183268527,171804104,189160286,144507523,183322340,193024953,113708713,151807552,187273906,116964704,189293661
183353883,185297768,200381836,183311631,165686782,201258451,186669415,65004330,164935970,133467793,192515430
183564058,172521941,189949156,90531381,118049130,176793302,199471071,154435765,180403806,189820567,156608832
183590966,183590929,178719216,180776898,156943696,188317816,193928183,185199048,185182909,191634486,114531292
183648968,182569167,167118184,148364286,181871768,183824042,73995271,87233724,191359972,147315877,120569725
183650723,173788525,195039862,199996485,180879521,106591121,183310804,191167468,189488904,188260494,201401080
183787140,185548056,64431368,180999339,193099708,186450593,183969684,185134193,182617051,197780637,132014753
183816715,178983657,148534101,114616791,135865547,188531129,53702526,188194803,148615819,120648842,158575212
183863463,183601391,195638799,177304182,200030203,156401201,176740295,134899493,191675652,181166025,181029970
183880191,186132409,142277166,192775614,155849291,193779427,163575453,198675065,196444312,160487366,195311625
183909488,179983446,144495206,127612366,181073873,184974171,188211984,196858096,181907435,180500188,174337495
183942932,188436968,192586709,138854039,200573556,194793404,134863754,189590074,201917402,181569082,152835018
184099199,196019455,194837471,163787033,160809447,191652019,191358666,189910776,163947553,195544967,195502813
184233945,173409141,198191415,183312221,70226679,160768765,195225965,179668339,149597213,157698843,41638155
184324494,171652912,167966899,201469264,33680928,164176537,189289287,184495871,185912515,197196079,147903113
184396003,198055660,181338213,139945306,193058240,168869995,188006690,174183392,176824715,138907024,201737185
184512066,171518721,107896983,194253536,175254554,195242248,200579519,136855075,169870788,196377419,194033235
184726761,190823363,26162884,192313035,197791553,177601592,126082126,183486674,160597881,105923809,70296837
184727036,179671017,187974544,193563609,192113540,157704244,60292175,195618322,188376684,183269282,161887500
184734248,144613014,197545873,188208671,155014420,188823725,142404508,171024218,191503860,141376709,164486028
184754098,187707111,72357561,152010141,181658785,149915394,178728013,160223278,188373211,181632094,152230498
184797981,149621361,137003417,195544985,179897387,188882190,200571951,190004616,139239237,187686863,200198172
184810013,197348000,114722700,167071109,103478933,186772935,164436974,136713600,187444644,146337069,133605840
185018909,153785484,189144626,148616049,190487564,194937743,193779427,145685666,177191374,183981623,176333372
185083184,199575659,31039065,97982777,169963330,158769036,189750573,187497851,114531292,183976867,195152947
185171266,188128848,192766303,184445330,169972140,130516347,193557698,183530141,183943539,185754822,73995271
185180840,178572285,188836055,193203066,152905826,191042197,174858955,179049884,103431956,193675806,131080555
185190320,182305508,188590793,183030692,177001278,178367650,178342970,161488896,166382388,109074290,194625967
185262318,183934934,188269930,192451835,157097899,200330582,185800813,20381223,193917753,129880505,127818690
185279837,174638822,177594492,172876189,163027738,176729730,154221758,125988232,183829019,196385158,191199691
185309545,181893821,197920199,152010141,125788066,189165180,199818288,170436083,183972441,144931590,177988637
185323220,60746056,140844422,180169241,158777748,192081693,188713072,194303160,152544703,183638984,111695183
185424604,182333702,200051430,171694909,194872026,183014866,196197736,135899961,165044512,184007316,139652769
185472619,181264280,177110336,189464809,188380231,185059288,171802793,193588693,173664271,183394152,193102247
185544389,145003460,120870899,156294636,102282866,191645810,198899428,144492297,160386350,176574336,177122565
185687906,155984621,178055688,191782979,163067810,189461544,197529434,198096548,142464402,184629929,121415062
185904283,183235218,174029409,104663318,142393858,152919908,137569492,191404370,188823144,194101496,70093956
185926189,195574471,92140347,159865806,150950135,162606008,196336732,83869684,195559208,154563673,186148339
185928219,195731171,195145062,196858366,192606942,194798977,141474849,181332682,182422202,155602068,160416134
185975952,193721571,171199173,186464199,158612306,194173219,45645405,142436075,185107305,186287487,168324071
186015058,189781431,151009561,183280481,190402027,160526158,200675816,195198129,136054419,114368905,191766115
186025204,134002222,188157977,113026207,184324840,134677854,87337582,184310737,153100288,184915743,97857755
186031270,192426021,170653319,194719670,191805464,172810187,178537047,195922860,182632960,186804073,168706594
186156662,186691675,184067447,126069000,177317233,112032335,195299266,194759899,189655837,145606427,196534944
186231653,185963916,176548092,136478078,167685916,191550425,183578649,187146623,151522828,160706489,170433926
186262912,186596168,196203377,197829317,190296581,148082801,172612415,29842195,201897557,171286624,104713953
186265624,191646804,193503619,183322340,196732419,185456890,11553972,187513557,166497107,172502585,193817070
186401270,188682397,191371365,159897898,170752724,198285987,174575371,150888794,195810163,182937139,179905435
186534901,188782588,187616046,191149966,179587517,196068064,158118186,152716258,191029078,177473562,161436405
186563489,188970687,182618704,150487698,177292461,153619879,177434084,195895676,188706510,168342970,149633086
186592613,131522777,188204118,196569117,191552411,190996324,78570719,179664268,185258267,127117579,157058733
186625225,185863190,164447605,159187122,124747177,195185173,184381496,194053158,196338791,181818580,163107931
186744176,188339150,164436974,184912899,193561950,134717372,181989101,182401285,180520067,200057745,188358684
