tshirt,positive_pant,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9
169601116,159574047,82253825,76661478,54000205,98776498,159211435,82191126,41739491,177724459,102201458
29432980,29514447,198758028,173294608,88722852,145935090,93047669,73519072,201777880,174853251,124893597
62040309,106317513,208626557,170300267,87177942,134482133,60427679,62809092,212567203,174890690,125902598
61132151,55020284,209502041,142577571,219428095,2326283,100918161,145510192,171213654,171895100,118087338
181631292,183815794,214209333,184539113,88877992,152151463,67125288,71478031,215276020,187941115,141067278
61408488,158100772,193551114,167295992,77743908,127930523,89623529,50571479,195528161,171701711,115700807
188788487,180808378,200950862,156110567,92873244,124231424,92980388,77087696,205283983,158686778,115151981
10355473,41389835,208634490,176578728,94254297,139060007,71478031,73121465,210428762,179000655,123618348
215913108,192481635,207014790,160605385,86862691,135627996,61186463,66014456,213675869,163543206,125024046
163779636,197939862,191317832,169332873,82398508,132198529,85311683,3756035,192970030,169474870,125277947
142550353,131338160,211657841,175360903,84946890,139848159,59908048,62155572,213250421,178917975,127179319
93431613,104751665,174075327,149560091,204149733,56821170,101433374,156011454,174062334,28000688,132799115
180931636,141764838,199918613,158879605,90116598,128447648,60315461,67348267,201573781,164538461,113679136
113548975,100865981,163067375,144924659,191216654,63614092,104615957,148995262,161972544,46850285,132805088
133308931,130030200,199927871,167266561,92732076,137627095,93192186,60885569,200509328,174374503,116045218
65263217,62406561,195047389,152047670,78005249,122617081,86165560,57049017,200298832,156546592,114881177
158071516,166139534,204272076,175348339,94077498,135329576,97746258,63851228,205962115,179045724,116394344
204299296,203940253,214988932,171569233,90209191,146017207,70844185,77803211,217066870,181026282,119744310
145672209,141096126,200198172,168121128,85571678,130364834,52645986,59567693,201813446,171522599,118617615
35535409,12018561,206535044,179897630,87773952,139912836,91356612,61367009,209166818,183347174,127256776
41954230,141273635,211562944,178196950,93557213,136196621,65980402,69830714,213003632,182245345,128511782
42180110,46100943,208591640,180765649,9622513,135354748,98650634,77109284,208768206,181899368,118542069
91036704,116491639,203932974,167818389,97291346,138644328,72067146,79454551,207019944,169963955,130412127
98283046,170070235,209033673,164495675,95498717,130526973,97696443,72712162,211942376,170941128,124609559
181598685,178828041,206233547,175151198,90248475,144322640,96297494,70599754,208568407,178005509,118510598
66143857,213815417,199918613,169645710,93943133,130936997,96431114,69968592,202797711,170546933,115437123
195572052,163165721,70809530,53333718,214408201,93118367,149538006,61367009,207719642,158096134,100812645
188646779,192856756,209682833,174619994,92872990,133298201,98716635,70906420,213243001,182087843,113108221
206956134,159146827,205866087,170121643,88424789,141915368,67101342,70144417,208603806,173686401,127682427
133172664,133991177,208305913,142460783,26821800,3292098,104074554,150390197,166150637,169917823,115373418
187287048,171869675,210395155,132493380,213532808,213838464,102738115,143235507,166929452,169638921,115773219
92515719,114625169,193605503,16172471,90185552,121591976,53196537,58512682,194936254,167696278,108043514
172914904,124545769,203792349,173097820,92729216,128706428,98292848,62635612,207697891,173711878,120643136
211106368,172937375,206571217,168663864,97780842,139423017,98764287,72057098,211764712,169955035,127604498
193691850,186046251,203720652,174895749,91354014,135822842,95645372,76423491,206380736,177633691,116237071
198268212,203028610,192276138,165521719,94208969,135756737,48101605,53639500,195004651,166011551,120627882
145785973,102265999,203367500,172593457,88777945,142486059,69182517,69941652,209451755,174660800,124577979
129067841,34513468,201528024,166403968,8854104,140153585,61510928,65206418,202212319,179096908,125836569
158808339,143871979,72873320,67410431,48304564,98843019,168196219,71448597,33586623,182850203,105117489
102743052,105076854,205491335,168663864,89964396,13239063,57991240,63428907,208591640,169967403,114057119
79611749,67347843,209267174,177926353,88292238,136110724,61237113,65406072,211449266,181663327,124470535
129114193,129435167,209665236,168510370,84901150,135889818,61765607,63424227,211758973,171097124,126843801
175366765,156732456,204461940,179106001,90984060,146778092,61588026,70590584,207400225,17961401,130936997
62273646,62010128,192143853,163440241,91991960,136100029,97445748,63043320,194287592,163962521,125940142
146645040,148831111,212726179,186711214,92924179,142451414,99094876,79141760,213423927,193334391,129792902
191217123,174865566,193505874,169595062,84518630,131644980,60394571,69887363,202971491,17042365,122024310
141927981,204105355,200980614,162009375,95115087,134005628,97135321,56021501,206262260,165091697,118517472
90046147,75577090,200032160,167901407,89565716,133720049,95680093,71717244,203742858,171177845,118179028
183653890,209338987,204171561,163679407,88215228,137673411,65678091,69941652,206437273,164933340,125359126
51400132,24251062,205680863,169638921,93712976,130364834,7329453,77218987,209733932,173743464,116105934
90774632,89622870,210956674,184105805,90774245,148351633,97434473,73982295,212155374,186824123,126211302
112229540,106117054,203763900,164787531,98349501,145812436,61396349,65236166,204149375,168324071,125917370
72710742,116237071,186059326,147322096,209369861,65570689,103113276,156311323,182248410,58057013,128300694
131414413,135449597,194647224,166137014,92347399,125553809,95680093,6796345,196995481,168353092,115602173
216755501,184031311,207624491,167266561,90185552,135350935,65899999,71673920,208609842,169645710,116828452
178955984,167630514,60864241,50610378,41739438,97633507,160661568,53966894,221344103,17997617,101816833
121870671,21192963,199585757,165097059,77848536,124988269,79207971,51076042,202149363,166481076,116299811
53870236,47933546,206174920,168179940,87478839,133957299,99215830,57838485,207795208,173641536,113177016
132489392,162093983,196523782,173082981,91790926,127688916,96598177,66431515,198527783,177884021,113706517
154725157,154725134,196092802,153770786,82222384,126487479,61364998,63750019,198496323,159167427,113590307
101074943,92735439,202373524,168360029,86443178,146132846,9266819,66920891,203813997,171303298,128475973
133877855,140397290,190105197,157630278,97337723,125491140,99499973,76886813,199664702,159199159,111304109
177223846,161675092,197000646,171303298,94891720,126797711,64583624,66927009,200441782,171889324,120452240
212370325,207180177,188538097,160553078,9172179,133945467,42552589,45736086,191901209,162135492,116425767
55109341,36363558,53623793,45768566,25915530,98560243,148613002,48389085,215169882,159170546,100457050
37810557,36793807,196094885,161957704,89765040,137772949,65406072,6598816,204550844,164263422,128713039
203329830,178010993,214330794,169213187,93557213,138014887,96375636,71959115,216237107,174182649,128952115
213534444,211471438,185937432,157674709,93191486,126301761,95645372,66927009,188112653,159866876,117965073
192589679,143686831,64937585,60557057,44493853,94642533,157772187,64223736,32132964,17042239,101295932
144349408,150017196,208187803,173449876,89983330,142904293,74559656,79117832,209758198,176509618,127514628
207834732,195060649,187602300,162690426,86564018,126395390,31408428,44797741,190914211,163687630,114431567
100900197,99431166,208199069,166291099,87808530,136473037,92444931,66011014,212852197,168996578,129498986
99564530,96714329,22757616,176976043,94185594,137667788,99527158,80317093,36736421,179395505,120603047
69293914,43453716,194155650,161485402,87302068,136525714,64284928,67052006,195773055,162731169,126798909
490480,154980363,211411086,171213654,94286989,142138437,60008389,67963224,214249836,173573762,126144029
68178962,42873898,198286671,170580842,88233080,129525817,59608047,60008389,202998003,171589216,116105934
162155205,114067099,214902801,132797943,24407853,38122400,101950692,137581361,164022550,169109086,118945103
46984883,44366514,196736580,178718179,90912742,140497301,94733193,79478530,201622563,179658563,129524879
116270030,120000735,207683290,16976581,85042010,132783676,88907327,66389837,209076611,173159821,118987591
121685774,138233553,191470461,156063795,89400074,129818518,90698549,56722454,192766945,159834924,121851431
89090517,94828743,201873523,162798366,88301344,132811343,94067223,52995964,204074692,165567855,118431735
189886311,124651010,55183979,48101605,22114144,88516570,163962521,51962524,212239712,179096908,100917711
121136002,119064080,201072682,170492232,92980388,129871573,97372697,71048495,205764806,171199173,118117425
186044469,182598028,214119900,190864673,90807254,143698907,76165877,77808640,216847258,191698051,125028638
186873239,185154923,208022818,166255183,93047669,133941260,53040899,66847975,211701116,167295929,126771809
82697420,110002956,209978071,144413214,214794246,48678774,102143475,150729903,173711878,176859796,122107371
192908557,104011212,213498736,143370987,44421574,45262348,100001369,14587729,173126574,176286247,116477539
192631182,185742022,197596367,169811619,82552098,134217872,51890318,55817775,199918391,170747507,124711464
161584402,146807467,199381367,156874328,88777789,130213737,94733193,71851479,202168773,161485402,112651165
94250159,178331258,202046578,158512236,89830160,133297305,64669126,71056152,204275633,163293976,118885339
102359758,100658068,54838974,52033659,35884000,92922132,147975398,53196537,212004985,172591112,100586769
197087335,184119569,208010770,160177717,91350983,130324673,95768810,76801264,210984516,163485464,110343386
111617525,131029961,196297335,168699094,98596984,124967796,60981038,69171667,201904806,168996581,111513182
196075395,195735005,198345101,174662809,85121238,138808121,91117110,51149339,199601650,183430091,115435717
215042951,212155374,191341137,157432820,93480513,132563689,94254297,60787788,194829921,158803340,118386249
206201201,198496323,199817190,167528052,87562496,141331944,59008524,63004334,207276484,174062334,127940862
118044619,118815248,196341749,175653845,89226329,144031167,59569588,60921695,198609292,176761570,128626163
140795545,141066673,194156657,159661003,91545142,134848035,36055576,55350048,197927655,162536666,117782606
129373359,129546009,196721588,165522000,88032716,129850166,49262798,50976067,201893248,168533965,119624075
135255392,108105831,199713583,169583865,91986555,137238821,56722315,62958117,202997370,169947646,127505854
123690595,129843069,202783411,162295712,821709,130302394,42875823,54820823,204680040,164302641,119187839
213281641,185170529,210535758,133816279,218954786,25285677,101303851,151364579,176875774,178982295,117505585
76064573,105508696,205356153,158122617,90242875,122152861,65300580,75717827,206790190,160052121,114883223
183375628,120638063,217729213,134031768,39096744,44375052,102643906,139431275,161964668,172944653,111629111
143432196,62441663,208683627,174499788,87868917,140683239,9468061,68463735,211739499,177563953,130412127
199268162,192728671,206047456,173063167,88233080,143863921,67767577,71577769,211071296,175557034,127325837
54415785,52960450,208855003,178917975,87950703,130312254,93943133,61827490,213381147,182248410,120427500
133961688,196340356,206016951,176999260,92769458,132348528,57414669,61292457,207780931,177861780,117488253
134838678,137409734,210354286,175138927,93321666,138792027,61505590,64773251,213086023,179664465,128484746
117425315,121536094,204847229,171487637,93760382,134396421,96794945,74706878,208927582,173790765,123666926
184063017,176565372,210896271,182471598,92206866,14141172,61783968,63201060,213575902,188185112,126859205
177593592,190540705,194810470,162655279,95592950,133851287,56958605,61182923,196445764,164787531,126266092
196461176,103586296,193512856,164476756,88424789,134991091,59941108,63744172,193779556,165510489,115533927
134703495,141977967,192337066,171850507,95305864,137357569,98324539,71679724,194606250,173126903,120623299
133091405,109291566,203163473,161507748,94785770,126339905,37809420,44370831,204366281,163591827,110326133
187106996,186194993,208635880,165062570,93817018,132783676,94412082,65948013,212852197,171172273,121098932
62024569,50194414,204175219,167587834,88543715,138561477,62216472,65582929,206262260,169025640,127262810
93944519,84817700,196521422,161328238,84946890,134296824,95110018,65402457,19923000,162315731,120029224
137778674,130348874,196647264,169206059,92362625,133035454,92664228,71005290,202248516,173404046,111094288
110348093,104508641,192938338,161425336,98661563,133875387,52964405,60425727,194574338,166289087,123382390
51023511,48008697,200579078,164876635,90255466,135895436,92798426,68028839,202971491,169677343,122360210
211145194,211161344,200804541,162418536,85551023,129806148,92922132,59866243,202778738,163194044,118393967
189331390,189746902,195608940,155272485,87832363,128360028,94404266,60333235,198621121,157408549,111188677
155589609,150900337,214119542,184119569,90200898,149739864,67718841,71861660,219089577,188214960,127379115
134544255,193707347,203973958,172070673,83562238,145403000,55431958,58921804,204364555,173134114,120661325
139956894,139956884,203940166,176984683,94254297,131572358,97780850,70215867,204376866,179002235,115533927
197478323,207142571,203136623,167536201,87320156,133851287,92924179,63512445,204325510,169001251,119040638
97267463,53073753,191848166,161866800,85361324,127659169,57450401,63428907,199381367,164436851,115375556
214182608,214758802,205100982,161675092,87666532,137416979,97482842,75050876,207466834,16887096,114530077
62465937,75109720,219089577,179825357,92333024,143266855,95743234,73664970,25834546,181288745,122397715
141284199,130971988,193177693,161618738,89731462,127110332,98292075,64167841,196698561,164789030,118472536
197315593,192927673,66465799,61356466,43226571,97857762,165570134,65397982,29349437,178200624,105346606
94798035,178376658,198071476,158653640,89964251,133147641,64826121,67112258,201573781,169001251,118835326
17553007,10717117,7199216,64999909,55813156,98114775,154985289,71056152,29536010,169916764,100749159
73939036,60425727,200033846,171991752,94156995,144996596,99231221,73473085,203418570,172591112,123879061
192589656,192599327,195294748,171233387,87897452,142384049,95731309,51966147,198241765,17156816,126990264
201614394,182883384,204149375,173855620,86364906,149185351,92206145,55266805,205076297,178460460,133211840
135517956,136459435,198671014,172594932,86884396,141605509,49488443,51401675,201485638,174183318,132533901
167153578,146006471,196960696,169963955,89332658,138000089,41668335,59084479,203367552,170658877,125583260
98716070,121432691,187094329,153876548,88709627,132188284,93118367,49239930,191593234,154033262,119624075
96908967,105520586,63480832,45833637,218443132,99529993,152504105,61917624,213429574,164446783,104838171
109629430,102265999,174499788,139431275,191530360,22907769,102155185,145878809,167543947,207269326,114790594
187752544,149752189,193929361,162379815,87706455,124390710,98138288,52727270,194850730,164261066,115196098
204294271,202612160,192800891,168903506,86315805,135765933,89072904,52407773,195220366,170409766,128103044
104096364,103144369,206380736,168933203,92333123,141419813,66481702,68913279,207788746,171858224,130243336
16328605,16172471,205742287,171162191,83336021,133985688,62641096,70859838,209153463,176850201,119123608
159382631,165895414,19144049,162798366,91045389,132531312,94352766,62635857,195311625,166577731,124875084
91036859,116491639,204182121,178142633,98686864,138898252,74726003,76162964,216075002,180364608,126531309
211879171,137067924,203741771,166481076,91214610,131152749,66157773,72761768,209151302,169366629,121263390
154159017,153876582,212792029,176836745,95060733,143211492,95394213,76591062,213455210,177507635,123220332
64113591,121759412,54576858,140514519,60463801,60842633,103172337,148366520,168324071,17042365,113734087
175383427,170992538,202957146,167889025,92911945,139078985,57414669,60008389,205110759,170426701,116845392
62075012,109790457,169844734,144423927,19143103,25464180,100980181,152728000,167756565,208652066,124399861
153857170,166339687,199527875,163537457,91117110,132590260,97458539,63291339,200665718,165798075,120530840
161705611,135158918,185076493,159908637,86098313,129802589,213689214,214387658,190490186,165990432,121432691
131583109,146490405,208330468,176737238,90242875,126719057,62965526,7185248,209153463,179668339,117965974
90046284,118359051,203569506,174773604,79874715,139991535,52149420,57033914,204903141,178045969,114656244
112356622,104009604,203949977,173695688,89368133,142183440,60998230,65615238,207217408,176473748,120280960
154510752,144588135,196599630,172593457,92047873,144145348,56938207,67440746,202215899,176888663,130302394
76591057,50847703,199814213,167235479,88460599,137238821,60464435,66728558,204166979,169968472,124264333
153253884,146802761,213870273,181547901,97451371,147343639,67999467,74559635,215476166,183815266,12852143
84209274,69968542,200243995,166634499,77253917,131329840,62641096,66389684,204886736,170492232,116898797
198313384,195574471,75577090,71933878,62035424,98129380,161189451,72918345,41216092,174075327,104637743
42911118,25312081,48678774,32127368,216774140,88292258,154412744,46320200,20624675,160461274,100938143
120960313,121546402,210401124,169871251,92676935,137550245,55671584,61018129,213573869,171258412,127189106
39400085,44797741,200198172,16831868,84562617,133158303,56581924,61063073,207097697,169025640,120266209
97863445,91736378,198170988,169692610,91356612,138016755,49617983,60265868,199069262,173535477,127858970
59085022,111694876,215375341,175348138,96768944,137334300,71880558,82365706,32167155,178010993,124264333
120024561,36363558,206063007,16976581,90293417,132643561,62673562,70610153,209170906,172236528,120661325
144858149,175837880,200804541,170219802,90197605,133181861,56938207,63765359,201892672,172480759,116845392
63986078,59665460,18314499,149636852,93384068,122706050,98339686,61286484,183868857,151762352,112733499
183382632,170437951,55259388,51528093,38027003,89784495,162438136,52627130,27579234,189280120,103547128
214564622,199857711,6015020,53509405,26668202,94725806,162886431,59601880,213085090,175942108,105073631
89580654,88592245,204708799,172527006,90158698,141802315,92729216,75200287,206294750,173866234,129814435
167256983,205177903,204982780,174865566,92888149,149538006,97906652,65980402,209394675,17961401,137238821
212126401,204805384,65838033,56958605,43640026,98280645,164172094,63424227,211860776,175214353,101254917
132598282,126016875,203569506,172593814,90046317,128449736,63703654,69467131,209758198,175728920,117395002
102663644,84304175,201893857,168222916,92647485,136849609,50697963,63315627,202215899,169844734,125470076
202167791,191945124,199996541,164322597,92922132,130519666,56907609,63549718,204105355,169954734,113999178
118122949,137431296,204142270,171330969,92186024,142592920,96714329,64436980,205232254,172528696,119279915
156478444,147975398,207434377,171726048,86372640,141452742,96887734,63667059,207788746,173529245,127545190
205983911,208614375,194004637,162913259,87956666,126424036,93955143,53713443,194929022,166641168,114749718
216174751,183807284,201430850,161513479,89752314,130502762,96084002,66607646,202415097,164516874,116056773
167952749,164496039,63315431,40706809,29643639,87970080,170205913,62167527,22103494,183052865,100916092
76216324,76216316,191907157,163485464,83195335,135488158,46453952,50638580,193535970,164309463,125542233
177372696,170623156,205016407,170999709,87758372,132214598,52952607,60307246,207065954,171878293,125094489
125903062,124875084,199067357,17043450,93047669,140061131,96297494,60797596,199559216,171720226,121784621
195161104,172269837,216237107,17981295,9468061,133348457,98787778,74172990,217475543,181333535,117827424
152604096,115968221,60998230,51921099,34787791,96435819,154967941,59906990,215455679,165600654,100784998
129457093,127379958,210563013,132774042,217824306,51537300,100058405,139007927,159092176,160269589,116746060
146671029,134315667,188059215,163441889,86878993,132797943,22909636,45647005,191842164,164789030,117569819
20772422,126052274,203146114,180567795,97337723,133277821,99431166,65344633,204766250,181826061,114747027
99237011,100607739,194612481,156723633,91239801,132348528,51166959,55214360,20005304,160924321,114625169
204550560,201392553,206505811,170747507,90116598,131774412,94156995,70431482,207704067,172503267,123518620
78978239,6007883,203499485,167266561,88685430,131266728,92431538,66107910,210539530,168966898,124133098
57959797,35263809,171875118,139613278,204151498,57102937,102146882,146340382,170752380,49335536,115258381
76844564,100339119,202222755,173294608,90847455,134404142,67593272,72485642,204366281,174772754,120603622
168551357,154629131,213251364,18039770,91533152,144136330,94350953,78619481,215644036,181346485,127514628
122093313,107171059,207617148,147400143,212062483,214703917,101563679,151552083,176731843,177639998,116746040
64919558,64021362,204088827,170752380,91815799,144840467,97710536,75550396,205491335,172944653,129098743
133093496,133093440,22757616,209682833,205740493,97434473,157616068,218610269,203940166,166432690,104048438
103272005,104304900,197390489,153466223,90912742,133146583,61765607,67054123,202581540,155632428,123469817
48239518,33146716,212874987,173704159,96532434,137460814,72087127,81724265,42357240,179657805,120445501
184739372,183400970,207861786,179513225,89557914,139440774,99244370,69005174,210543659,180172582,123003287
159447388,133978512,174639052,138866173,196721588,31657047,100915663,147965119,174393564,215673436,130971988
174615631,135488158,65984567,51905324,36986695,96791547,166565238,58943802,28867334,171078146,104657746
18187531,15295573,204177722,171162191,87876523,145612531,93759096,61280299,205649855,181704688,124609147
120857220,110729812,172356718,148293710,192911099,62599755,104304900,154713805,171908002,218557128,122333832
172511609,15323791,23531247,181237556,92193770,132429570,76063484,76995456,30004308,184688775,118432542
104724618,87296037,31408428,171874741,92742955,141084459,72341968,75240457,32480159,177473562,123804316
63365276,113970571,201893857,170219569,87353324,131314730,91763140,70793607,202867943,172517705,116459814
114013015,112603598,73101778,67275348,53450651,92122141,15583492,72042452,44241096,166172890,101168664
77933726,40474251,203940166,173794638,99244734,143474564,99661870,64895159,206208522,175348339,124605419
212058806,201873523,196718871,140759924,204461890,206918992,100918177,145540834,164597814,166527493,117506135
55495594,70056830,209153463,144308917,215593682,215971321,101178937,150210496,171390354,178010993,119878887
200030497,195524740,20800548,164935970,95395534,128697329,66311289,70107812,21060681,173126762,112033116
204826293,179352168,63315627,50516516,218572350,90725441,159300805,60842633,214128655,167260200,100370701
159379480,167528052,203894513,159578467,93759096,130340033,66926852,71048495,205657914,162270823,116491639
214322629,213251364,209584693,164936492,97003783,129094736,60797596,62202438,213575902,176109380,121052261
73222679,198918357,214556203,168360288,92353108,133195521,96969954,72557462,214889416,176672753,120585152
116271086,113119684,210633946,144598762,34787791,37641333,101183010,150712876,16787337,171953683,118946418
138062712,136476913,192581806,167106362,89438556,145812024,48101605,60070010,194016762,167839693,125028638
188441281,180097000,191945124,167530794,94793968,142269507,95320730,62618081,194851240,170383281,120166411
146414788,128475973,208698265,175348138,88940549,128394934,66407293,69420907,212023863,183870015,118441370
76249913,129534337,211979675,171726048,94053972,137948913,79983523,81111652,39883341,173729221,125756218
121059028,92699455,199725037,166390545,86274912,128897203,98177538,67232327,202741453,168121128,118003763
176856910,172034144,205337741,165320410,90146646,131292367,59475379,63821743,209137157,166636534,112434673
96074802,95342141,204163864,168196219,93169289,129471737,97268864,72365029,204996676,170155191,117826302
203885367,195487506,202140832,173211361,88548622,133674610,92416989,72873320,205257198,174703151,121766883
132768156,102632473,52952607,147153851,66358559,68005209,101116978,155427417,182588707,187499386,126876040
149702958,147409003,218954786,191945124,96136589,146462567,79763343,87236005,2326283,192927673,131613737
197090900,194237932,193092733,161297127,89765040,133577745,93223211,62193531,195095613,165567855,121612263
77932097,75193259,64167841,60425727,45768566,92993300,162926948,63266023,25484727,182562964,102229689
18117669,18385636,203652761,169592589,90725441,138043698,96766443,67232327,209109872,171423290,113999178
172996529,195478793,198348554,163517894,87177942,134877968,62167527,67054123,201853390,169059221,119164047
112961925,117487383,208945735,166150637,89540623,140036703,9594361,62824025,210519456,167678917,122528595
160323852,192893198,194302044,156949532,82379779,117377910,61540740,61983488,200419552,160112076,109831748
161184715,156854457,38122400,186381939,96242129,130312254,76533760,78479891,42720494,190543049,119163204
24042955,158103282,207095785,159739087,90774245,128886807,64112311,69031741,208768206,160089829,115233370
217416120,211831950,215713484,182411735,92333024,139836412,73542153,74144357,27338042,184085842,119852593
204540683,219353185,196278259,170996003,86183381,146278033,88495548,61587269,197520600,17129250,132746839
56031962,77130941,193311876,162009375,90197605,129347888,93480513,46405732,195531790,166357562,121775191
31347466,61500202,20686019,173159821,80641676,145701817,96317583,65209924,208636827,173711173,129471737
157054309,134848035,72958279,58871098,50462926,91784764,156949532,65300580,38813616,176722474,100953097
86408970,155595645,208568407,170162020,89972727,136411993,91380331,74594533,217990337,171377075,121591976
125586189,133211840,200418546,168933203,821709,139443168,87141708,62823349,204678434,169916746,129524879
51901871,52091352,202867943,160668738,89792815,130442267,99172729,69164650,205746658,161650671,117872976
45611007,1682365,68011541,61028944,26949967,95881915,154986453,6583004,212372832,171889324,100749216
51192587,50545985,205301991,166103567,90056274,137835537,63719013,65344633,207095785,167675560,124241525
111769237,72735841,191538748,163130750,80513338,126529806,54601949,56661372,195801359,16555681,116425767
6246546,6598816,202120286,177926353,91357233,139462961,95762218,67486070,203164989,182014916,118987591
86449809,96117615,203163473,168365108,95731309,139257508,99694632,63512445,205037299,171523595,124967992
69115502,92349682,203099957,169700340,92122141,139431635,93721475,62427853,204847229,170653135,121771868
