tshirt,positive_pant,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9
40032455,41280082,206806639,17044474,92922132,130348205,96148736,63235308,207895878,171423290,121528251
99133156,115184613,214789434,146643516,37463779,38649832,101049420,148310959,166706433,172932868,128898724
145868490,130412127,209700200,169734561,94865878,142486157,71363310,74764782,210650020,171907852,133886960
171354025,154869995,196184956,169968472,90774245,141416832,90854742,50705542,200980614,171213654,130319294
158346728,136095063,206298125,168663864,86289871,127689079,71913254,73857982,207276484,171340977,116299811
191248317,178931680,202761915,163517894,86427822,135889017,90404210,67603692,203949977,165703938,115192222
59061605,18913740,206014008,160826807,86274635,130197780,61474864,64461089,208698265,163559284,115123668
191252903,203164989,200154162,168222916,91596946,121218117,94286682,74172990,204040293,170427310,114531838
18900900,16787398,204635602,170485422,94401400,132425764,70610227,74145497,209758198,172937999,118414621
201635385,164933340,210345531,134848035,218572350,24355667,100424521,139464624,165804558,170861555,114790594
64162599,38634303,187493127,154709183,88110432,121847542,56958605,58575589,190530604,157932574,111248087
200766530,202018344,205763690,166390972,86337371,130029244,98169744,62831696,208603248,168541268,117586327
168253031,128151294,38731350,138351190,54616055,55766072,101701117,142780902,164888170,166455383,113625664
208654175,136897478,206199698,135897401,213400398,37350635,101303851,140334477,161282540,164563137,124344127
202540983,196599630,209808819,180740770,90129715,133674610,61352455,66389684,211860776,183870132,119851993
201335936,195544967,206282072,179664343,94811047,141096128,73566275,77109293,210245761,184792427,126911308
95645311,95762218,195351852,168933437,91297903,131001358,97458539,77103854,200462757,169871166,117963036
180918538,218003340,204585566,163102763,78950139,133974486,84371810,53974100,205845969,167352440,116432410
201960601,191561085,194376745,164932029,86862691,131562190,49335536,55283745,195270865,170226206,126771609
160956866,162496992,204364555,168341246,89965062,128426482,62283946,65900002,206056716,172375933,115233370
162513105,178330999,210644947,169059221,88979937,139473622,94783445,65365329,211951597,180003049,117377888
138402409,139956884,204461940,169033856,82903660,129547318,88833098,59942750,207479834,173743464,11677183
157702404,113435729,206294739,169225098,89611272,136817948,52711885,64112311,208382837,173126762,125094489
189724634,191649051,203886455,164935970,91674643,134200008,63783881,68913279,206194979,171637697,117851263
93375486,92708935,210317996,176892142,89622870,132810775,94208969,77848536,212852197,177588140,125902747
132565329,130364834,204717894,175414360,89657506,141065034,61449364,69968566,207098779,180674466,132531312
78241684,153657866,195502893,159933896,8601406,132030573,54767244,58861091,198364255,163441889,113899498
116912054,114220317,193177211,164363082,85354487,128673176,57746090,62010128,199828247,169159820,122528595
175711558,143076932,193809004,161896763,93917268,138054789,63315431,63357760,195817355,165678099,120358927
145436808,161721603,208603248,179027888,86684856,135717057,96239349,56581924,211023042,180266107,123614308
60797682,19185814,185311738,147269564,207565542,50545985,101312283,159234603,184199440,42873656,121608007
209922182,210650020,205701430,172849747,88722852,145189941,91683741,61983488,207369895,176967343,129435167
147450304,114731908,167799781,143056095,195536304,217474454,102162482,147071539,165022949,209865263,127306580
217498173,212440425,194850730,162903468,83878911,140540445,63480832,63917461,195879088,164937635,118663939
195778261,188396729,210537696,182435967,93384068,136462861,97775793,74144328,212874987,184679776,119605062
95745525,102738115,215511528,133713090,3936788,41301525,100526918,141079032,166462901,169264703,117539862
190186807,105386906,200462757,168510370,92647485,134305486,77743908,79011029,203954905,169947275,121559758
67870682,56320931,204678434,164690478,9348502,132214598,76212127,79222692,205649855,167530794,12754932
147405581,144423927,207806183,169916764,92735439,133394566,62441663,67670413,212726179,174219577,126005172
136468423,128080826,208326161,169438547,96242129,135968980,98661563,63750019,210517148,170597663,120204443
65013792,45887560,196938933,171141862,97892237,134014957,9879428,78694972,209013585,173139176,123600084
187188841,184996311,210612668,173134114,96532434,139956884,99863043,77230507,212887160,173941804,126485227
117938054,113936794,209733941,169906890,88548622,136897478,98560243,74026387,212602029,173936148,120654288
49410734,52475764,207704067,168121128,92094585,134164739,97633507,51758897,208123251,171026260,120578518
202243743,200281192,200243995,165040832,8854104,126339905,64900003,68019582,201895035,167520626,112627641
87236820,209512590,205733993,169722005,87876649,136095063,94124635,75703741,208621746,175136670,119389026
153093906,151611290,200291952,161338322,87502955,131950501,53328427,55826765,203569550,163293976,113571768
218362905,212440425,197520600,170425730,89665131,144135888,64031238,66607646,200031760,174672255,121766883
192476764,125091158,206707489,167901407,97372697,128194781,59458449,60088889,211056955,169332873,115585897
50763487,51039850,199285143,169592589,87597926,138287315,92333258,56172832,200500289,171303298,119084659
195783897,140954918,200665718,161485402,92431538,134573095,60981038,63851228,202048121,167536201,123750886
154004672,140665879,211942376,170219569,94208969,145313881,74155098,74842374,214135453,173555355,131880662
113027103,101546901,201893248,169967403,90158698,133348472,97712557,69968542,206287220,176999260,118431735
53323840,101121106,200884188,163622460,92366479,136192195,47527742,55478199,203923310,164974919,116828452
115578004,112651165,203391315,171125186,88464344,134332569,58360668,6007883,205757826,172236629,116973480
129297787,142895888,206233572,154458658,88593476,129617830,63074978,63821743,208941821,156909001,119078663
203632872,180943532,40167658,133777871,57950296,58871098,102765126,142730880,167166540,170546933,118145551
161137454,149125363,207518460,173294268,94785770,141799998,69200510,76685078,210095718,176731843,127270477
158078224,137238821,73644580,64385355,61827573,99185363,176510313,73473085,49262798,185841519,101347804
24926392,25464180,20624675,173678754,94791863,138742974,98451801,67101342,207719642,176725485,120338240
117827778,120018864,203099957,158767159,95648940,1193920,64839325,68610759,207114575,163344339,109291566
52090688,52279165,204272076,168949529,97220525,138644328,98358271,73470859,206684988,171824937,118003582
126603688,101139077,205473164,178166113,88110432,131081864,63299425,68169584,213083773,179027888,118035650
148616118,145944425,198527386,160226058,88933482,129856134,34617316,51293027,199559301,163344339,114686458
183702937,179670912,204175219,170640246,88324920,137518950,93169289,66674119,204471458,177165901,121052261
170253072,161094120,36905882,192474283,96015314,155232768,76876831,78090470,42317963,199809483,129524879
150492951,129831043,194528556,170591436,87387222,142091897,60315461,64167841,201273125,172527006,126795024
203732740,203099957,194411325,164860148,87781217,131610406,93480513,62331027,197595800,167074234,112929021
183977530,162803654,205466633,161262006,92789460,121454922,69978236,70634326,208975796,162325311,110761783
60089142,67935634,202779095,162733819,94825499,134005628,98129380,63861554,204229272,167756346,12852143
156269935,157199736,201528024,166340415,88442548,139987797,92872990,66920891,203685476,170498915,132699279
99231701,87948857,189918745,155595499,79936211,130530724,67027584,67232327,192140826,159031424,119084659
185835446,174130239,206362362,163454457,93557213,130030200,73369516,75200287,208698265,167046437,114686458
63032360,65344633,203644322,171141862,94044162,142242480,98358271,72963512,215971321,174352147,124134683
206251843,193876814,201700658,167678932,85825509,135689944,92924179,59668908,202650371,173217094,123518620
216173117,214900350,21121525,177006963,91200005,133976176,97714910,68526163,215927300,178166113,126719057
118740594,119201618,209266408,173738131,84085345,146928507,99094876,65590597,214230909,178863119,122397715
154039476,129682764,207098779,179666558,86914028,131983237,61449300,68685757,210644947,182969862,114616791
135799874,129304489,200419981,168861423,93760382,134437431,59375726,64921124,203167841,170996003,116056773
46187649,22872440,212132591,186191311,87250455,144519965,73470859,77452766,213929435,18900922,130542993
200466389,196658616,194706701,163591001,92598603,132880612,71621119,73431313,203337976,169916746,123879061
50647897,137838329,185323055,160798050,9468061,12852159,63357437,73369516,191317832,162121080,113236356
125903106,130103917,64357268,62986255,52603444,97337723,162926948,63299425,46998589,184400376,100879794
107602936,105076854,193512856,165644479,937745,131275859,95060733,75122514,196659943,168928791,116919877
118461496,103670817,56172832,143156698,62599968,64902652,100029991,147533890,169056974,173041901,121642304
129997124,116008114,20134995,174200169,85201837,126763022,52995964,7145041,207573606,178048038,110958683
182338944,185695873,197552252,155697565,89296332,136671577,51758897,53767999,200028816,158506108,130430325
178934544,174784313,194378125,158647917,89830160,138287315,50008002,53285948,197001002,160147412,113139714
149472006,145081939,193917753,174183407,91631924,150966338,51654574,60394571,195009413,175793567,140925370
194175806,146490405,63361123,57895753,33680928,97696443,148324590,62389834,213498736,159947822,102675432
55986845,33295163,194662935,168811413,92965583,130213737,95680093,70094122,197735146,169945496,116637399
202302042,191530372,48355257,163895253,95392319,131115548,98395808,75237354,49882430,171093046,120241754
95746629,85042010,212037355,172503267,93479077,133945467,66481702,68603825,214814066,181096990,117175328
171663969,169734561,205775602,177143186,91631924,139100380,66157773,72712162,211399059,177588140,130385818
37260965,40277519,201826646,162766548,8725796,145612531,65912255,71048495,203910204,163170574,130849350
78102684,31449889,213340470,171072778,95395534,139418265,99095141,70160494,21498783,172419939,124432355
203867022,196599630,44366514,28006062,215937535,88933482,161327979,42512995,213535236,176755966,101843928
169707968,150726380,204336058,169877412,87706455,135680955,52069477,58062978,204717894,173729221,123003287
63081600,64355670,195895676,162766548,9348502,132811380,63517766,74734850,198666463,163517894,119131408
87412813,127379149,195250131,162766548,82415766,132082188,89186785,39074751,195504198,165815951,115268617
127730410,148597162,204275633,176334535,93746009,151582517,56963294,59003818,205402160,178490168,120358927
156257746,160914582,202362525,167297685,89792815,133211840,98280645,70160494,209107198,168360018,120452240
16787200,23528044,196770672,163111503,91631924,130030200,69250456,73026729,200498446,165168470,121775191
128149439,117487383,72857932,65265298,62727050,99561172,153876604,72087127,49833292,172578712,101254917
178927216,139078985,200099213,166334360,91135989,131523153,95328740,66311289,203527824,166640408,118030958
143215983,156401201,211470188,167102644,92069100,131001358,98997586,6350910,215644036,171289034,113077760
77644308,107521033,215458931,175424990,97068569,136594376,75754453,79837917,35294249,179002235,122127463
180446561,163437889,195189678,168353092,97889341,136110724,98754943,54092345,198496323,169600867,120656004
25761350,13531710,22912627,177160774,90862985,143143574,75523415,76216316,28545622,180318674,114163227
47872657,28867334,192954536,172482535,94981695,141802315,97780753,73391328,199614678,174087169,128706428
210214978,203950780,198173139,164542233,90046317,133061903,94791863,65948013,208323152,170283582,115426640
111693272,108588966,209331908,175214353,88495548,129269069,74745446,76313416,211408950,182410590,123267673
90627541,116918549,195145062,161964668,91332393,136193678,42767481,59601880,196346405,162629072,121212003
103275652,101873579,193336449,161798152,92353108,130868262,61348811,66429273,193949267,163012364,113666680
171673684,191322819,208199069,173305640,88979937,131464718,7145041,73971448,208818386,176333372,115139645
187957072,188155870,207847360,176586788,89865381,127110383,95761607,62727050,209107198,179294120,117019825
124140542,131621665,27023279,161129966,94404266,130668158,80085792,82059293,37163086,165161544,113500817
51071729,67768462,206087616,169882344,87244084,139823027,68519560,70952468,209429095,173176788,115602173
213941578,207617148,195494095,167297685,97268864,127032178,76886813,78646392,200099213,169128736,111094288
20239800,19185814,206106342,182411735,92873244,144521012,63879080,67767577,209229905,183746275,134389993
78270002,134703787,203163453,164862726,93746009,128954825,68523260,7199216,20574152,167073930,123317921
180969245,193408642,210485619,184871295,90404210,148335585,72735841,73518707,214897604,187597408,135645875
121826767,112033116,49617983,25063516,203634888,92742955,154986453,48027482,194482156,160809447,103155888
188759926,192276138,66014456,63192961,51031736,96242129,16473968,65829793,33180470,181571347,102828866
163799024,112964415,54333616,40706809,214699628,96844260,152230498,50736530,208630284,170090840,100817453
29905976,114596825,205100982,168979227,91103749,134750534,58232088,60312594,207065275,176578728,122842928
203936630,192474283,207466834,163565913,9144406,129626849,91676925,68575056,207861786,164181284,119705478
42764822,41160812,213600380,169213187,92349682,138065107,68155239,72788431,217047988,169955035,130096773
50642405,45921319,206794421,173694350,86289871,133348472,55656169,58360668,209039651,174499788,114596825
153365729,146128419,189847285,164922641,87004870,140526469,48830534,61587269,191530478,165091697,123898057
147304036,138325842,213388880,179667248,92007868,140696689,55592767,60395851,214319359,184458888,122185177
80236942,74709134,20574152,173361717,85311683,133108514,99231221,70921736,206817409,177819357,120596008
100970535,106612774,208326161,176985956,88317078,148482739,98664862,71959115,211381048,184805261,133371698
128019863,107385002,217113271,169645710,97268864,139902873,99643083,77241336,26686150,173790765,12852078
185974759,149636852,62155572,48624149,37463779,96714329,153787876,60315461,214176642,161820797,101957803
178659141,176586788,201991292,167361367,87003754,136225471,58950932,61347817,203164992,168547768,120338240
91161650,103492950,191986585,159606884,93593862,137536613,63879148,65406072,194383787,162924025,116735774
63483450,69560239,200243377,169543824,91231138,132198529,96794945,68005209,208609842,171342132,118617615
136182528,117575588,193236700,155632428,93760382,130526973,56238360,61993551,194016713,158769036,116578956
130782495,76801264,208626557,173361717,89527523,135708440,91392767,67440746,212426799,174540804,119164047
205133713,198668842,207895479,171522599,86225186,146343123,74745446,75302996,31449889,174062334,120577046
70000635,86564018,195524740,158089604,97445781,126798909,99527158,74207007,200419552,165548685,108465203
45921347,42357242,208391943,174044706,92245591,134367690,75589160,78090391,213025862,175858350,121430864
196131185,196557123,192856756,168260691,91381985,139440774,92068802,68298230,195730642,170658877,120658801
187809846,179655331,204681186,172805332,91820209,130509143,95103250,78540626,209706551,176984683,125150957
73280977,103872539,196999724,170554677,94725806,143428340,60741354,63517766,201058822,174337921,126532763
160455835,192576758,207341373,169155150,84962689,134211095,89765040,65459446,214124854,17085043,126241663
119697981,21116542,208344809,18136386,90987356,141082654,98055186,63957579,211162170,185085594,117433295
207248499,204376866,191462142,157895265,89296332,140496765,59464509,62532881,194862906,162148284,125516715
63983356,72779392,202779095,159454309,91117110,119428593,94825499,62389834,202867822,162537212,110666794
105245030,103924391,69467131,585643,216894906,95842950,166370910,62382112,213405909,178802848,107884384
61935242,57877235,196102066,161457933,90805679,132168645,92047873,66842107,197974841,165742976,124344127
63471930,54492012,47585035,36643003,213494374,94352766,165426183,43798692,205301307,170078021,100589157
204259098,135889104,60349498,53233858,215951739,99244840,162932168,5913738,211656835,171908002,102303601
153804897,154865935,193927789,165308322,92873541,133172575,96674449,49040849,196445764,165793491,121432691
212551780,208395070,195714159,166340415,86495230,126339906,93557213,61063443,198668842,167759534,114673442
196978300,195943818,186171658,159234603,90987356,134411719,55389539,56844161,191704895,160828783,120658797
195604583,190530631,195004277,169060985,85576923,136029961,64181961,74174749,197309787,170423313,116062861
134228198,172478723,205431544,163437918,86135222,135765933,92729216,60427679,207678512,166634499,114772201
198218383,164172094,203501692,165671524,88722852,12532610,62007333,62599968,208483597,170564010,111304109
166424287,173213075,22335160,157681167,9365208,130011596,94793968,76934314,28224800,158368534,121775191
199094059,189552591,203391745,171908620,92140353,124777540,93557213,58330448,204925550,174337921,116746040
185301565,181657745,190329924,161635703,79135611,132769428,81691070,49492870,190964743,163582829,116125260
175762526,112254303,202995316,171869675,91711201,132041843,94352766,65300580,203644322,172528270,115723650
109658717,116411352,193074150,160595933,75989255,132709755,51118348,54492012,194551182,161307784,126318428
65922360,62007333,211745548,170219802,88110432,140465356,6080380,61442789,214053485,172319069,129096070
125931081,127666618,186806462,155790933,85499925,130385818,50241990,51654574,191376507,159193858,118760306
184395601,150463886,200405674,172747979,9365208,143875361,64436980,67101342,207572022,174865566,124893597
115402100,110351963,207939040,176650500,88898748,139625370,95884633,66358690,209077747,179657889,124057211
50682661,51642008,205680863,177960833,90173251,137146734,98339686,79578575,211399059,179874551,126960832
149682027,152605572,201072860,161187535,90017800,133412427,77795330,78889848,212639819,162496992,118613903
75549202,63614092,219903869,149890190,32036465,35897624,100751496,155984621,179897387,181488644,120166411
215899152,170432088,203164992,170645757,88465071,130197780,4779223,67999467,204471458,172328980,114523401
196661050,157772187,65620553,53287337,42364334,95311461,155871514,65459449,218362920,171114972,103113276
90652766,91103749,195692934,156841253,90637604,131589560,94411008,66092472,203499485,158122617,118865018
137543842,131495098,206151847,171389614,88292238,143076932,90350883,77109264,211866945,176849111,120596008
195568979,166025161,217871548,144423180,41301525,42003973,103376864,150531054,177158665,183331566,12244225
185195162,161134147,200032160,154980363,90174263,128123016,53490936,63216894,204176669,157086984,112517554
214019244,214020027,209566004,171991752,95648940,128948985,61917624,65206418,210764715,175946258,113974815
108327320,103302549,199655083,166389559,94792628,131068004,60382501,64839325,202581540,172408069,112033904
58425035,52553188,207065954,172937375,91683741,132076073,49919910,51619147,213231066,173554097,117585536
183187187,180827867,207838791,175447651,90707207,143922963,91784764,67275348,209143853,178830262,121430903
79440280,77943020,194936254,171850660,87209020,136805400,49498661,50690728,197603446,172937858,130243336
110397037,112297174,199655083,167885435,87364725,133295865,48008697,50482175,201700658,169897016,116105934
163348490,155741349,197595875,160718485,91322244,133720049,69631588,74383929,201786639,164449905,117175328
152166922,135924392,202933956,153134155,79269225,118431735,57241676,62635612,203949977,156048797,111304109
210425060,205648773,198879762,163679407,90116598,129602045,93955143,76675678,201139729,170640246,116944928
140984256,119500238,204071710,155349950,87169754,125386721,72228961,77743908,204720900,159106567,113261997
138245131,133455229,58389861,49550645,32598351,97445781,150729903,5748086,21514348,173294608,100749216
60958782,63613852,193605503,174638822,97200819,145292882,61442633,64164975,202287421,175017593,127989712
88785634,86774130,204290409,162418536,94981695,138000906,96674449,79139216,207663007,165092265,117782606
74617098,17042365,203391315,156841396,92193770,131068004,94725806,65209924,207696793,157616068,119533427
181276428,178460407,60394571,54722281,46059782,96221660,170297901,59677577,215455679,184539113,105244935
36842019,16299384,171850507,146504922,202995316,55216961,102243976,151000491,168939565,42317963,124577979
46686022,19403971,46085957,35258735,214769488,91596946,162762258,44098679,203686130,176318581,100888640
177941470,174860264,199346615,167587834,88458404,141052077,59084479,63469633,201392553,168539582,126410647
72779206,41216092,208391943,162927309,92729216,132616026,59018071,72131928,211985265,166139534,117019825
199967272,135765933,195507696,161502774,94672425,136048835,98169744,6320047,19832911,162351999,118393967
87715616,110204635,196858366,161886595,92540079,133996040,70809530,75064712,203934853,163710006,121615117
112607179,107842414,200623812,172527006,89752314,137431296,53671872,62202438,204074692,174182649,126345104
122048932,128887349,206558296,168441401,92598603,133713090,95322796,73539725,208903003,175793567,118761156
6342977,3666807,195593237,164496046,9468061,137401288,42547908,56172832,199559301,170861555,124967799
215444679,169061745,202957146,159691789,9348502,133577745,98198971,63681062,204510145,159834924,115151981
